cpse_id,sector,plant_code,source_material_code,material_type,material_description,technical_spec_text,uom,existing_material_group,unit_price_inr,current_stock_qty,annual_procurement_qty,bucket,human_review_flag
SAIL_ST,Steel,SAIL_BHILAI,SA-10062,ERSA,Ball Valve 50NB Class 300,API 608 | SS316 | RF Flanged,NOS,BALL-GEN,22667.63,29,152,A,False
CIL_MN,Mining,CIL_SINGRAULI,CI-10063,ERSA,Ball Valve 50NB Class 300,API 608 | SS316 | RF Flanged,NOS,BALL-GEN,20896.63,75,332,A,False
BHEL_HE,Heavy Engineering,BHEL_HYDERABAD,BH-10064,ERSA,Ball Valve 50NB Class 300,API 608 | SS316 | RF Flanged,NOS,BALL-GEN,22019.81,62,239,A,False
CPCL_OG,Oil & Gas,CPCL_MANALI,CP-10070,ERSA,SP WOUND GSKT 150NB Class 150 SS316 Graphite,ASME B16.20 | SS316 winding | Graphite filler,NOS,SP-GEN,4025.96,14,62,A,False
NTPC_PW,Power,NTPC_SINGRAULI,NT-10071,ERSA,SPIRAL WOUND GASKET 150NB Class 150 SS316 Graphite,ASME B16.20 | SS316 winding | Graphite filler,NOS,SPIRAL-GEN,4129.21,54,266,A,False
SAIL_ST,Steel,SAIL_BHILAI,SA-10072,ERSA,S/W GASKET 150NB Class 150 SS316 Graphite,ASME B16.20 | SS316 winding | Graphite filler,NOS,S/W-GEN,4450.22,8,48,A,False
CIL_MN,Mining,CIL_SINGRAULI,CI-10073,ERSA,SP WDG GASKET 150NB Class 150 SS316 Graphite,ASME B16.20 | SS316 winding | Graphite filler,NOS,SP-GEN,4317.68,14,14,A,False
BHEL_HE,Heavy Engineering,BHEL_HYDERABAD,BH-10074,ERSA,SPIRAL WOUND GSK 150NB Class 150 SS316 Graphite,ASME B16.20 | SS316 winding | Graphite filler,NOS,SPIRAL-GEN,4159.65,45,226,A,False
CPCL_OG,Oil & Gas,CPCL_MANALI,CP-10080,ERSA,SP WOUND GSKT 100NB Class 150 SS316 Graphite,ASME B16.20 | SS316 winding | Graphite filler,NOS,SP-GEN,3389.6,33,65,A,False
NTPC_PW,Power,NTPC_SINGRAULI,NT-10081,ERSA,SPIRAL WOUND GASKET 100NB Class 150 SS316 Graphite,ASME B16.20 | SS316 winding | Graphite filler,NOS,SPIRAL-GEN,3067.3,59,100,A,False
SAIL_ST,Steel,SAIL_BHILAI,SA-10082,ERSA,S/W GASKET 100NB Class 150 SS316 Graphite,ASME B16.20 | SS316 winding | Graphite filler,NOS,S/W-GEN,3178.5,37,136,A,False
CIL_MN,Mining,CIL_SINGRAULI,CI-10083,ERSA,SP WDG GASKET 100NB Class 150 SS316 Graphite,ASME B16.20 | SS316 winding | Graphite filler,NOS,SP-GEN,3095.91,11,33,A,False
BHEL_HE,Heavy Engineering,BHEL_HYDERABAD,BH-10084,ERSA,SPIRAL WOUND GSK 100NB Class 150 SS316 Graphite,ASME B16.20 | SS316 winding | Graphite filler,NOS,SPIRAL-GEN,3363.85,72,86,A,False
CPCL_OG,Oil & Gas,CPCL_MANALI,CP-10090,ERSA,Induction Motor 15kW 4P TEFC,415V | 50Hz | IE3 | Foot Mounted | IP55,EA,INDUCTION-GEN,48754.59,71,42,A,False
NTPC_PW,Power,NTPC_SINGRAULI,NT-10091,ERSA,Induction Motor 15kW 4P TEFC,415V | 50Hz | IE3 | Foot Mounted | IP55,EA,INDUCTION-GEN,55918.17,32,58,A,False
SAIL_ST,Steel,SAIL_BHILAI,SA-10092,ERSA,Induction Motor 15kW 4P TEFC,415V | 50Hz | IE3 | Foot Mounted | IP55,EA,INDUCTION-GEN,51530.03,63,140,A,False
CIL_MN,Mining,CIL_SINGRAULI,CI-10093,ERSA,Induction Motor 15kW 4P TEFC,415V | 50Hz | IE3 | Foot Mounted | IP55,EA,INDUCTION-GEN,55104.27,9,15,A,False
BHEL_HE,Heavy Engineering,BHEL_HYDERABAD,BH-10094,ERSA,Induction Motor 15kW 4P TEFC,415V | 50Hz | IE3 | Foot Mounted | IP55,EA,INDUCTION-GEN,51315.99,51,160,A,False
CPCL_OG,Oil & Gas,CPCL_MANALI,CP-10100,ERSA,Induction Motor 30kW 4P TEFC,415V | 50Hz | IE3 | Foot Mounted | IP55,EA,INDUCTION-GEN,91932.08,60,176,A,False
NTPC_PW,Power,NTPC_SINGRAULI,NT-10101,ERSA,Induction Motor 30kW 4P TEFC,415V | 50Hz | IE3 | Foot Mounted | IP55,EA,INDUCTION-GEN,85436.8,73,374,A,False
SAIL_ST,Steel,SAIL_BHILAI,SA-10102,ERSA,Induction Motor 30kW 4P TEFC,415V | 50Hz | IE3 | Foot Mounted | IP55,EA,INDUCTION-GEN,89247.47,21,34,A,False
CIL_MN,Mining,CIL_SINGRAULI,CI-10103,ERSA,Induction Motor 30kW 4P TEFC,415V | 50Hz | IE3 | Foot Mounted | IP55,EA,INDUCTION-GEN,83807.53,9,42,A,False
BHEL_HE,Heavy Engineering,BHEL_HYDERABAD,BH-10104,ERSA,Induction Motor 30kW 4P TEFC,415V | 50Hz | IE3 | Foot Mounted | IP55,EA,INDUCTION-GEN,89471.01,9,52,A,False
CPCL_OG,Oil & Gas,CPCL_MANALI,CP-10110,ERSA,Induction Motor 75kW 4P TEFC,415V | 50Hz | IE3 | Foot Mounted | IP55,EA,INDUCTION-GEN,170982.13,8,42,A,False
NTPC_PW,Power,NTPC_SINGRAULI,NT-10111,ERSA,Induction Motor 75kW 4P TEFC,415V | 50Hz | IE3 | Foot Mounted | IP55,EA,INDUCTION-GEN,175265.7,69,114,A,False
SAIL_ST,Steel,SAIL_BHILAI,SA-10112,ERSA,Induction Motor 75kW 4P TEFC,415V | 50Hz | IE3 | Foot Mounted | IP55,EA,INDUCTION-GEN,164243.09,67,74,A,False
CIL_MN,Mining,CIL_SINGRAULI,CI-10113,ERSA,Induction Motor 75kW 4P TEFC,415V | 50Hz | IE3 | Foot Mounted | IP55,EA,INDUCTION-GEN,185097.74,10,43,A,False
BHEL_HE,Heavy Engineering,BHEL_HYDERABAD,BH-10114,ERSA,Induction Motor 75kW 4P TEFC,415V | 50Hz | IE3 | Foot Mounted | IP55,EA,INDUCTION-GEN,164533.97,32,119,A,False
CPCL_OG,Oil & Gas,CPCL_MANALI,CP-10120,ERSA,11KV XLPE CABLE 3C X 400 SQMM AL,IS 7098 | XLPE | Armoured | 11kV,MTR,11KV-GEN,1753.77,74,163,A,False
NTPC_PW,Power,NTPC_SINGRAULI,NT-10121,ERSA,CABLE XLPE 11KV 3C-400 AL,IS 7098 | XLPE | Armoured | 11kV,MTR,CABLE-GEN,1881.15,7,10,A,False
SAIL_ST,Steel,SAIL_BHILAI,SA-10122,ERSA,11KV XLPE AL CABLE 3X400,IS 7098 | XLPE | Armoured | 11kV,MTR,11KV-GEN,1836.83,76,327,A,False
CIL_MN,Mining,CIL_SINGRAULI,CI-10123,ERSA,XLPE CABLE 11KV 3C X 400 AL,IS 7098 | XLPE | Armoured | 11kV,MTR,XLPE-GEN,1865.57,35,69,A,False
BHEL_HE,Heavy Engineering,BHEL_HYDERABAD,BH-10124,ERSA,CABLE XLPE 11KV 3C400 ALU ARM,IS 7098 | XLPE | Armoured | 11kV,MTR,CABLE-GEN,1906.35,42,82,A,False
CPCL_OG,Oil & Gas,CPCL_MANALI,CP-10130,ERSA,1.1kV XLPE Cable 3C x 95 sqmm Aluminium,IS 7098 | XLPE | Armoured | 1.1kV,MTR,1.1KV-GEN,504.32,18,94,A,False
NTPC_PW,Power,NTPC_SINGRAULI,NT-10131,ERSA,1.1kV XLPE Cable 3C x 95 sqmm Aluminium,IS 7098 | XLPE | Armoured | 1.1kV,MTR,1.1KV-GEN,533.95,60,191,A,False
SAIL_ST,Steel,SAIL_BHILAI,SA-10132,ERSA,1.1kV XLPE Cable 3C x 95 sqmm Aluminium,IS 7098 | XLPE | Armoured | 1.1kV,MTR,1.1KV-GEN,556.06,11,5,A,False
CIL_MN,Mining,CIL_SINGRAULI,CI-10133,ERSA,1.1kV XLPE Cable 3C x 95 sqmm Aluminium,IS 7098 | XLPE | Armoured | 1.1kV,MTR,1.1KV-GEN,519.35,74,88,A,False
BHEL_HE,Heavy Engineering,BHEL_HYDERABAD,BH-10134,ERSA,1.1kV XLPE Cable 3C x 95 sqmm Aluminium,IS 7098 | XLPE | Armoured | 1.1kV,MTR,1.1KV-GEN,489.31,29,143,A,False
CPCL_OG,Oil & Gas,CPCL_MANALI,CP-10140,ERSA,1.1kV XLPE Cable 4C x 16 sqmm Copper,IS 7098 | XLPE | PVC Sheath,MTR,1.1KV-GEN,300.63,46,248,A,False
NTPC_PW,Power,NTPC_SINGRAULI,NT-10141,ERSA,1.1kV XLPE Cable 4C x 16 sqmm Copper,IS 7098 | XLPE | PVC Sheath,MTR,1.1KV-GEN,291.5,33,110,A,False
SAIL_ST,Steel,SAIL_BHILAI,SA-10142,ERSA,1.1kV XLPE Cable 4C x 16 sqmm Copper,IS 7098 | XLPE | PVC Sheath,MTR,1.1KV-GEN,301.55,58,307,A,False
CIL_MN,Mining,CIL_SINGRAULI,CI-10143,ERSA,1.1kV XLPE Cable 4C x 16 sqmm Copper,IS 7098 | XLPE | PVC Sheath,MTR,1.1KV-GEN,321.01,80,453,A,False
BHEL_HE,Heavy Engineering,BHEL_HYDERABAD,BH-10144,ERSA,1.1kV XLPE Cable 4C x 16 sqmm Copper,IS 7098 | XLPE | PVC Sheath,MTR,1.1KV-GEN,318.71,3,14,A,False
CPCL_OG,Oil & Gas,CPCL_MANALI,CP-10150,ERSA,HEX BOLT M16 x 80 Grade 8.8,ISO 898-1 | Zinc Plated,NOS,HEX-GEN,51.35,15,24,A,False
NTPC_PW,Power,NTPC_SINGRAULI,NT-10151,ERSA,HEX HD BOLT M16 x 80 Grade 8.8,ISO 898-1 | Zinc Plated,NOS,HEX-GEN,46.54,15,77,A,False
SAIL_ST,Steel,SAIL_BHILAI,SA-10152,ERSA,BOLT HEX M16 x 80 Grade 8.8,ISO 898-1 | Zinc Plated,NOS,BOLT-GEN,45.76,38,173,A,False
CIL_MN,Mining,CIL_SINGRAULI,CI-10153,ERSA,HEXAGONAL BOLT M16 x 80 Grade 8.8,ISO 898-1 | Zinc Plated,NOS,HEXAGONAL-GEN,46.16,45,74,A,False
BHEL_HE,Heavy Engineering,BHEL_HYDERABAD,BH-10154,ERSA,HT BOLT M16 x 80 Grade 8.8,ISO 898-1 | Zinc Plated,NOS,HT-GEN,49.59,35,146,A,False
CPCL_OG,Oil & Gas,CPCL_MANALI,CP-10160,ERSA,HEX BOLT M16 Grade 8,ISO 4032 | Zinc Plated,NOS,HEX-GEN,18.06,8,10,A,False
NTPC_PW,Power,NTPC_SINGRAULI,NT-10161,ERSA,HEX HD BOLT M16 Grade 8,ISO 4032 | Zinc Plated,NOS,HEX-GEN,18.45,37,29,A,False
SAIL_ST,Steel,SAIL_BHILAI,SA-10162,ERSA,BOLT HEX M16 Grade 8,ISO 4032 | Zinc Plated,NOS,BOLT-GEN,16.75,18,90,A,False
CIL_MN,Mining,CIL_SINGRAULI,CI-10163,ERSA,HEXAGONAL BOLT M16 Grade 8,ISO 4032 | Zinc Plated,NOS,HEXAGONAL-GEN,19.39,22,105,A,False
BHEL_HE,Heavy Engineering,BHEL_HYDERABAD,BH-10164,ERSA,HT BOLT M16 Grade 8,ISO 4032 | Zinc Plated,NOS,HT-GEN,17.93,56,315,A,False
CPCL_OG,Oil & Gas,CPCL_MANALI,CP-10170,ERSA,HEX BOLT M20 x 150 Grade 8.8,ASTM A193 B7 | Plain Finish,NOS,HEX-GEN,116.43,11,65,A,False
NTPC_PW,Power,NTPC_SINGRAULI,NT-10171,ERSA,HEX HD BOLT M20 x 150 Grade 8.8,ASTM A193 B7 | Plain Finish,NOS,HEX-GEN,132.81,21,79,A,False
SAIL_ST,Steel,SAIL_BHILAI,SA-10172,ERSA,BOLT HEX M20 x 150 Grade 8.8,ASTM A193 B7 | Plain Finish,NOS,BOLT-GEN,116.93,49,99,A,False
CIL_MN,Mining,CIL_SINGRAULI,CI-10173,ERSA,HEXAGONAL BOLT M20 x 150 Grade 8.8,ASTM A193 B7 | Plain Finish,NOS,HEXAGONAL-GEN,124.31,7,24,A,False
BHEL_HE,Heavy Engineering,BHEL_HYDERABAD,BH-10174,ERSA,HT BOLT M20 x 150 Grade 8.8,ASTM A193 B7 | Plain Finish,NOS,HT-GEN,123.09,7,27,A,False
CPCL_OG,Oil & Gas,CPCL_MANALI,CP-10180,ERSA,Mechanical Seal 40mm Pump Shaft,Carbon/SiC | EPDM | DIN 24960,SET,MECHANICAL-GEN,13941.92,33,186,A,False
NTPC_PW,Power,NTPC_SINGRAULI,NT-10181,ERSA,Mechanical Seal 40mm Pump Shaft,Carbon/SiC | EPDM | DIN 24960,SET,MECHANICAL-GEN,13708.58,73,244,A,False
SAIL_ST,Steel,SAIL_BHILAI,SA-10182,ERSA,Mechanical Seal 40mm Pump Shaft,Carbon/SiC | EPDM | DIN 24960,SET,MECHANICAL-GEN,15603.1,21,40,A,False
CIL_MN,Mining,CIL_SINGRAULI,CI-10183,ERSA,Mechanical Seal 40mm Pump Shaft,Carbon/SiC | EPDM | DIN 24960,SET,MECHANICAL-GEN,15365.52,24,117,A,False
BHEL_HE,Heavy Engineering,BHEL_HYDERABAD,BH-10184,ERSA,Mechanical Seal 40mm Pump Shaft,Carbon/SiC | EPDM | DIN 24960,SET,MECHANICAL-GEN,13538.91,44,222,A,False
CPCL_OG,Oil & Gas,CPCL_MANALI,CP-10190,ERSA,Mechanical Seal 50mm Pump Shaft,Carbon/SiC | Viton | DIN 24960,SET,MECHANICAL-GEN,19788.01,33,84,A,False
NTPC_PW,Power,NTPC_SINGRAULI,NT-10191,ERSA,Mechanical Seal 50mm Pump Shaft,Carbon/SiC | Viton | DIN 24960,SET,MECHANICAL-GEN,17646.77,15,55,A,False
SAIL_ST,Steel,SAIL_BHILAI,SA-10192,ERSA,Mechanical Seal 50mm Pump Shaft,Carbon/SiC | Viton | DIN 24960,SET,MECHANICAL-GEN,19625.26,62,144,A,False
CIL_MN,Mining,CIL_SINGRAULI,CI-10193,ERSA,Mechanical Seal 50mm Pump Shaft,Carbon/SiC | Viton | DIN 24960,SET,MECHANICAL-GEN,17758.81,60,209,A,False
BHEL_HE,Heavy Engineering,BHEL_HYDERABAD,BH-10194,ERSA,Mechanical Seal 50mm Pump Shaft,Carbon/SiC | Viton | DIN 24960,SET,MECHANICAL-GEN,18051.9,31,72,A,False
CPCL_OG,Oil & Gas,CPCL_MANALI,CP-10200,ERSA,Hydraulic Hose 1 inch 2-Wire,SAE 100R2AT | WP 215 bar,MTR,HYDRAULIC-GEN,1353.65,26,115,A,False
NTPC_PW,Power,NTPC_SINGRAULI,NT-10201,ERSA,Hydraulic Hose 1 inch 2-Wire,SAE 100R2AT | WP 215 bar,MTR,HYDRAULIC-GEN,1419.9,10,54,A,False
SAIL_ST,Steel,SAIL_BHILAI,SA-10202,ERSA,Hydraulic Hose 1 inch 2-Wire,SAE 100R2AT | WP 215 bar,MTR,HYDRAULIC-GEN,1409.21,67,237,A,False
CIL_MN,Mining,CIL_SINGRAULI,CI-10203,ERSA,Hydraulic Hose 1 inch 2-Wire,SAE 100R2AT | WP 215 bar,MTR,HYDRAULIC-GEN,1496.3,70,204,A,False
BHEL_HE,Heavy Engineering,BHEL_HYDERABAD,BH-10204,ERSA,Hydraulic Hose 1 inch 2-Wire,SAE 100R2AT | WP 215 bar,MTR,HYDRAULIC-GEN,1552.78,16,41,A,False
CPCL_OG,Oil & Gas,CPCL_MANALI,CP-10210,ERSA,Hydraulic Hose 3/4 inch 2-Wire,SAE 100R2AT | WP 215 bar,MTR,HYDRAULIC-GEN,1004.62,35,26,A,False
NTPC_PW,Power,NTPC_SINGRAULI,NT-10211,ERSA,Hydraulic Hose 3/4 inch 2-Wire,SAE 100R2AT | WP 215 bar,MTR,HYDRAULIC-GEN,993.57,57,204,A,False
SAIL_ST,Steel,SAIL_BHILAI,SA-10212,ERSA,Hydraulic Hose 3/4 inch 2-Wire,SAE 100R2AT | WP 215 bar,MTR,HYDRAULIC-GEN,1091.25,42,132,A,False
CIL_MN,Mining,CIL_SINGRAULI,CI-10213,ERSA,Hydraulic Hose 3/4 inch 2-Wire,SAE 100R2AT | WP 215 bar,MTR,HYDRAULIC-GEN,1071.98,67,92,A,False
BHEL_HE,Heavy Engineering,BHEL_HYDERABAD,BH-10214,ERSA,Hydraulic Hose 3/4 inch 2-Wire,SAE 100R2AT | WP 215 bar,MTR,HYDRAULIC-GEN,1037.17,75,134,A,False
CPCL_OG,Oil & Gas,CPCL_MANALI,CP-10220,ERSA,Cartridge Filter PP 10 micron,DOE 10 inch | Polypropylene,EA,CARTRIDGE-GEN,822.98,57,28,A,False
NTPC_PW,Power,NTPC_SINGRAULI,NT-10221,ERSA,Cartridge Filter PP 10 micron,DOE 10 inch | Polypropylene,EA,CARTRIDGE-GEN,856.79,70,386,A,False
SAIL_ST,Steel,SAIL_BHILAI,SA-10222,ERSA,Cartridge Filter PP 10 micron,DOE 10 inch | Polypropylene,EA,CARTRIDGE-GEN,882.23,27,106,A,False
CIL_MN,Mining,CIL_SINGRAULI,CI-10223,ERSA,Cartridge Filter PP 10 micron,DOE 10 inch | Polypropylene,EA,CARTRIDGE-GEN,845.49,44,181,A,False
BHEL_HE,Heavy Engineering,BHEL_HYDERABAD,BH-10224,ERSA,Cartridge Filter PP 10 micron,DOE 10 inch | Polypropylene,EA,CARTRIDGE-GEN,830.52,17,100,A,False
CPCL_OG,Oil & Gas,CPCL_MANALI,CP-10230,ERSA,Air Filter Element 500mm,Synthetic media | Industrial duty,EA,AIR-GEN,2556.02,66,191,A,False
NTPC_PW,Power,NTPC_SINGRAULI,NT-10231,ERSA,Air Filter Element 500mm,Synthetic media | Industrial duty,EA,AIR-GEN,2472.08,43,124,A,False
SAIL_ST,Steel,SAIL_BHILAI,SA-10232,ERSA,Air Filter Element 500mm,Synthetic media | Industrial duty,EA,AIR-GEN,2483.0,72,101,A,False
CIL_MN,Mining,CIL_SINGRAULI,CI-10233,ERSA,Air Filter Element 500mm,Synthetic media | Industrial duty,EA,AIR-GEN,2301.06,50,114,A,False
BHEL_HE,Heavy Engineering,BHEL_HYDERABAD,BH-10234,ERSA,Air Filter Element 500mm,Synthetic media | Industrial duty,EA,AIR-GEN,2453.59,40,123,A,False
CPCL_OG,Oil & Gas,CPCL_MANALI,CP-10240,ERSA,Flexible Jaw Coupling L-110,Polyurethane spider | Cast iron hubs,SET,FLEXIBLE-GEN,6882.9,2,14,A,False
NTPC_PW,Power,NTPC_SINGRAULI,NT-10241,ERSA,Flexible Jaw Coupling L-110,Polyurethane spider | Cast iron hubs,SET,FLEXIBLE-GEN,6616.65,57,324,A,False
SAIL_ST,Steel,SAIL_BHILAI,SA-10242,ERSA,Flexible Jaw Coupling L-110,Polyurethane spider | Cast iron hubs,SET,FLEXIBLE-GEN,6942.79,43,140,A,False
CIL_MN,Mining,CIL_SINGRAULI,CI-10243,ERSA,Flexible Jaw Coupling L-110,Polyurethane spider | Cast iron hubs,SET,FLEXIBLE-GEN,6774.62,29,144,A,False
BHEL_HE,Heavy Engineering,BHEL_HYDERABAD,BH-10244,ERSA,Flexible Jaw Coupling L-110,Polyurethane spider | Cast iron hubs,SET,FLEXIBLE-GEN,6806.65,23,32,A,False
CPCL_OG,Oil & Gas,CPCL_MANALI,CP-10250,ERSA,Grid Coupling G20,Carbon steel grid | Flanged,SET,GRID-GEN,17992.51,44,45,A,False
NTPC_PW,Power,NTPC_SINGRAULI,NT-10251,ERSA,Grid Coupling G20,Carbon steel grid | Flanged,SET,GRID-GEN,19476.13,32,188,A,False
SAIL_ST,Steel,SAIL_BHILAI,SA-10252,ERSA,Grid Coupling G20,Carbon steel grid | Flanged,SET,GRID-GEN,18066.41,27,50,A,False
CIL_MN,Mining,CIL_SINGRAULI,CI-10253,ERSA,Grid Coupling G20,Carbon steel grid | Flanged,SET,GRID-GEN,17272.78,33,137,A,False
BHEL_HE,Heavy Engineering,BHEL_HYDERABAD,BH-10254,ERSA,Grid Coupling G20,Carbon steel grid | Flanged,SET,GRID-GEN,18901.29,11,34,A,False
CPCL_OG,Oil & Gas,CPCL_MANALI,CP-10260,ERSA,V-Belt SPB 2240,DIN 7753 | Wrapped construction,NOS,V-BELT-GEN,714.36,75,136,A,False
NTPC_PW,Power,NTPC_SINGRAULI,NT-10261,ERSA,V-Belt SPB 2240,DIN 7753 | Wrapped construction,NOS,V-BELT-GEN,747.18,51,278,A,False
SAIL_ST,Steel,SAIL_BHILAI,SA-10262,ERSA,V-Belt SPB 2240,DIN 7753 | Wrapped construction,NOS,V-BELT-GEN,712.76,20,93,A,False
CIL_MN,Mining,CIL_SINGRAULI,CI-10263,ERSA,V-Belt SPB 2240,DIN 7753 | Wrapped construction,NOS,V-BELT-GEN,743.86,15,61,A,False
BHEL_HE,Heavy Engineering,BHEL_HYDERABAD,BH-10264,ERSA,V-Belt SPB 2240,DIN 7753 | Wrapped construction,NOS,V-BELT-GEN,693.23,68,271,A,False
CPCL_OG,Oil & Gas,CPCL_MANALI,CP-10270,ERSA,Roller Chain 16B-1,ISO 606 | Carbon steel,MTR,ROLLER-GEN,1546.93,33,47,A,False
NTPC_PW,Power,NTPC_SINGRAULI,NT-10271,ERSA,Roller Chain 16B-1,ISO 606 | Carbon steel,MTR,ROLLER-GEN,1647.47,61,301,A,False
SAIL_ST,Steel,SAIL_BHILAI,SA-10272,ERSA,Roller Chain 16B-1,ISO 606 | Carbon steel,MTR,ROLLER-GEN,1779.0,78,201,A,False
CIL_MN,Mining,CIL_SINGRAULI,CI-10273,ERSA,Roller Chain 16B-1,ISO 606 | Carbon steel,MTR,ROLLER-GEN,1769.63,58,342,A,False
BHEL_HE,Heavy Engineering,BHEL_HYDERABAD,BH-10274,ERSA,Roller Chain 16B-1,ISO 606 | Carbon steel,MTR,ROLLER-GEN,1736.21,66,251,A,False
