source_material_code,cpse_id,true_cluster_id,is_duplicate,canonical_name
BH-10124,BHEL_HE,CLUSTER_COMMON_012,TRUE,11kV XLPE Cable 3C x 400 sqmm Aluminium
CP-10130,CPCL_OG,CLUSTER_COMMON_013,TRUE,1.1kV XLPE Cable 3C x 95 sqmm Aluminium
NT-10131,NTPC_PW,CLUSTER_COMMON_013,TRUE,1.1kV XLPE Cable 3C x 95 sqmm Aluminium
SA-10132,SAIL_ST,CLUSTER_COMMON_013,TRUE,1.1kV XLPE Cable 3C x 95 sqmm Aluminium
CI-10133,CIL_MN,CLUSTER_COMMON_013,TRUE,1.1kV XLPE Cable 3C x 95 sqmm Aluminium
BH-10134,BHEL_HE,CLUSTER_COMMON_013,TRUE,1.1kV XLPE Cable 3C x 95 sqmm Aluminium
CP-10140,CPCL_OG,CLUSTER_COMMON_014,TRUE,1.1kV XLPE Cable 4C x 16 sqmm Copper
NT-10141,NTPC_PW,CLUSTER_COMMON_014,TRUE,1.1kV XLPE Cable 4C x 16 sqmm Copper
SA-10142,SAIL_ST,CLUSTER_COMMON_014,TRUE,1.1kV XLPE Cable 4C x 16 sqmm Copper
CI-10143,CIL_MN,CLUSTER_COMMON_014,TRUE,1.1kV XLPE Cable 4C x 16 sqmm Copper
BH-10144,BHEL_HE,CLUSTER_COMMON_014,TRUE,1.1kV XLPE Cable 4C x 16 sqmm Copper
CP-10150,CPCL_OG,CLUSTER_COMMON_015,TRUE,Hex Bolt M16 x 80 Grade 8.8
NT-10151,NTPC_PW,CLUSTER_COMMON_015,TRUE,Hex Bolt M16 x 80 Grade 8.8
SA-10152,SAIL_ST,CLUSTER_COMMON_015,TRUE,Hex Bolt M16 x 80 Grade 8.8
CI-10153,CIL_MN,CLUSTER_COMMON_015,TRUE,Hex Bolt M16 x 80 Grade 8.8
BH-10154,BHEL_HE,CLUSTER_COMMON_015,TRUE,Hex Bolt M16 x 80 Grade 8.8
CP-10160,CPCL_OG,CLUSTER_COMMON_016,TRUE,Hex Nut M16 Grade 8
NT-10161,NTPC_PW,CLUSTER_COMMON_016,TRUE,Hex Nut M16 Grade 8
SA-10162,SAIL_ST,CLUSTER_COMMON_016,TRUE,Hex Nut M16 Grade 8
CI-10163,CIL_MN,CLUSTER_COMMON_016,TRUE,Hex Nut M16 Grade 8
BH-10164,BHEL_HE,CLUSTER_COMMON_016,TRUE,Hex Nut M16 Grade 8
CP-10170,CPCL_OG,CLUSTER_COMMON_017,TRUE,Stud Bolt M20 x 150 Grade 8.8
NT-10171,NTPC_PW,CLUSTER_COMMON_017,TRUE,Stud Bolt M20 x 150 Grade 8.8
SA-10172,SAIL_ST,CLUSTER_COMMON_017,TRUE,Stud Bolt M20 x 150 Grade 8.8
CI-10173,CIL_MN,CLUSTER_COMMON_017,TRUE,Stud Bolt M20 x 150 Grade 8.8
BH-10174,BHEL_HE,CLUSTER_COMMON_017,TRUE,Stud Bolt M20 x 150 Grade 8.8
CP-10180,CPCL_OG,CLUSTER_COMMON_018,TRUE,Mechanical Seal 40mm Pump Shaft
NT-10181,NTPC_PW,CLUSTER_COMMON_018,TRUE,Mechanical Seal 40mm Pump Shaft
SA-10182,SAIL_ST,CLUSTER_COMMON_018,TRUE,Mechanical Seal 40mm Pump Shaft
CI-10183,CIL_MN,CLUSTER_COMMON_018,TRUE,Mechanical Seal 40mm Pump Shaft
BH-10184,BHEL_HE,CLUSTER_COMMON_018,TRUE,Mechanical Seal 40mm Pump Shaft
CP-10190,CPCL_OG,CLUSTER_COMMON_019,TRUE,Mechanical Seal 50mm Pump Shaft
NT-10191,NTPC_PW,CLUSTER_COMMON_019,TRUE,Mechanical Seal 50mm Pump Shaft
SA-10192,SAIL_ST,CLUSTER_COMMON_019,TRUE,Mechanical Seal 50mm Pump Shaft
CI-10193,CIL_MN,CLUSTER_COMMON_019,TRUE,Mechanical Seal 50mm Pump Shaft
BH-10194,BHEL_HE,CLUSTER_COMMON_019,TRUE,Mechanical Seal 50mm Pump Shaft
CP-10200,CPCL_OG,CLUSTER_COMMON_020,TRUE,Hydraulic Hose 1 inch 2-Wire
NT-10201,NTPC_PW,CLUSTER_COMMON_020,TRUE,Hydraulic Hose 1 inch 2-Wire
SA-10202,SAIL_ST,CLUSTER_COMMON_020,TRUE,Hydraulic Hose 1 inch 2-Wire
CI-10203,CIL_MN,CLUSTER_COMMON_020,TRUE,Hydraulic Hose 1 inch 2-Wire
BH-10204,BHEL_HE,CLUSTER_COMMON_020,TRUE,Hydraulic Hose 1 inch 2-Wire
CP-10210,CPCL_OG,CLUSTER_COMMON_021,TRUE,Hydraulic Hose 3/4 inch 2-Wire
NT-10211,NTPC_PW,CLUSTER_COMMON_021,TRUE,Hydraulic Hose 3/4 inch 2-Wire
SA-10212,SAIL_ST,CLUSTER_COMMON_021,TRUE,Hydraulic Hose 3/4 inch 2-Wire
CI-10213,CIL_MN,CLUSTER_COMMON_021,TRUE,Hydraulic Hose 3/4 inch 2-Wire
BH-10214,BHEL_HE,CLUSTER_COMMON_021,TRUE,Hydraulic Hose 3/4 inch 2-Wire
CP-10220,CPCL_OG,CLUSTER_COMMON_022,TRUE,Cartridge Filter PP 10 micron
NT-10221,NTPC_PW,CLUSTER_COMMON_022,TRUE,Cartridge Filter PP 10 micron
SA-10222,SAIL_ST,CLUSTER_COMMON_022,TRUE,Cartridge Filter PP 10 micron
CI-10223,CIL_MN,CLUSTER_COMMON_022,TRUE,Cartridge Filter PP 10 micron
BH-10224,BHEL_HE,CLUSTER_COMMON_022,TRUE,Cartridge Filter PP 10 micron
CP-10230,CPCL_OG,CLUSTER_COMMON_023,TRUE,Air Filter Element 500mm
NT-10231,NTPC_PW,CLUSTER_COMMON_023,TRUE,Air Filter Element 500mm
SA-10232,SAIL_ST,CLUSTER_COMMON_023,TRUE,Air Filter Element 500mm
CI-10233,CIL_MN,CLUSTER_COMMON_023,TRUE,Air Filter Element 500mm
BH-10234,BHEL_HE,CLUSTER_COMMON_023,TRUE,Air Filter Element 500mm
CP-10240,CPCL_OG,CLUSTER_COMMON_024,TRUE,Flexible Jaw Coupling L-110
NT-10241,NTPC_PW,CLUSTER_COMMON_024,TRUE,Flexible Jaw Coupling L-110
SA-10242,SAIL_ST,CLUSTER_COMMON_024,TRUE,Flexible Jaw Coupling L-110
CI-10243,CIL_MN,CLUSTER_COMMON_024,TRUE,Flexible Jaw Coupling L-110
BH-10244,BHEL_HE,CLUSTER_COMMON_024,TRUE,Flexible Jaw Coupling L-110
CP-10250,CPCL_OG,CLUSTER_COMMON_025,TRUE,Grid Coupling G20
NT-10251,NTPC_PW,CLUSTER_COMMON_025,TRUE,Grid Coupling G20
SA-10252,SAIL_ST,CLUSTER_COMMON_025,TRUE,Grid Coupling G20
CI-10253,CIL_MN,CLUSTER_COMMON_025,TRUE,Grid Coupling G20
BH-10254,BHEL_HE,CLUSTER_COMMON_025,TRUE,Grid Coupling G20
CP-10260,CPCL_OG,CLUSTER_COMMON_026,TRUE,V-Belt SPB 2240
NT-10261,NTPC_PW,CLUSTER_COMMON_026,TRUE,V-Belt SPB 2240
SA-10262,SAIL_ST,CLUSTER_COMMON_026,TRUE,V-Belt SPB 2240
CI-10263,CIL_MN,CLUSTER_COMMON_026,TRUE,V-Belt SPB 2240
BH-10264,BHEL_HE,CLUSTER_COMMON_026,TRUE,V-Belt SPB 2240
CP-10270,CPCL_OG,CLUSTER_COMMON_027,TRUE,Roller Chain 16B-1
NT-10271,NTPC_PW,CLUSTER_COMMON_027,TRUE,Roller Chain 16B-1
SA-10272,SAIL_ST,CLUSTER_COMMON_027,TRUE,Roller Chain 16B-1
CI-10273,CIL_MN,CLUSTER_COMMON_027,TRUE,Roller Chain 16B-1
BH-10274,BHEL_HE,CLUSTER_COMMON_027,TRUE,Roller Chain 16B-1
CP-10280,CPCL_OG,CLUSTER_COMMON_028,TRUE,AC Contactor 32A 415V
NT-10281,NTPC_PW,CLUSTER_COMMON_028,TRUE,AC Contactor 32A 415V
SA-10282,SAIL_ST,CLUSTER_COMMON_028,TRUE,AC Contactor 32A 415V
CI-10283,CIL_MN,CLUSTER_COMMON_028,TRUE,AC Contactor 32A 415V
BH-10284,BHEL_HE,CLUSTER_COMMON_028,TRUE,AC Contactor 32A 415V
CP-10290,CPCL_OG,CLUSTER_COMMON_029,TRUE,MCCB 250A 4P
NT-10291,NTPC_PW,CLUSTER_COMMON_029,TRUE,MCCB 250A 4P
SA-10292,SAIL_ST,CLUSTER_COMMON_029,TRUE,MCCB 250A 4P
CI-10293,CIL_MN,CLUSTER_COMMON_029,TRUE,MCCB 250A 4P
BH-10294,BHEL_HE,CLUSTER_COMMON_029,TRUE,MCCB 250A 4P
CP-10300,CPCL_OG,CLUSTER_COMMON_030,TRUE,Industrial Gear Oil ISO VG 220
NT-10301,NTPC_PW,CLUSTER_COMMON_030,TRUE,Industrial Gear Oil ISO VG 220
SA-10302,SAIL_ST,CLUSTER_COMMON_030,TRUE,Industrial Gear Oil ISO VG 220
CI-10303,CIL_MN,CLUSTER_COMMON_030,TRUE,Industrial Gear Oil ISO VG 220
BH-10304,BHEL_HE,CLUSTER_COMMON_030,TRUE,Industrial Gear Oil ISO VG 220
CP-10310,CPCL_OG,CLUSTER_COMMON_031,TRUE,Taper Roller Bearing 32212
NT-10311,NTPC_PW,CLUSTER_COMMON_031,TRUE,Taper Roller Bearing 32212
SA-10312,SAIL_ST,CLUSTER_COMMON_031,TRUE,Taper Roller Bearing 32212
CI-10313,CIL_MN,CLUSTER_COMMON_031,TRUE,Taper Roller Bearing 32212
BH-10314,BHEL_HE,CLUSTER_COMMON_031,TRUE,Taper Roller Bearing 32212
CP-10320,CPCL_OG,CLUSTER_COMMON_032,TRUE,O-Ring 50 x 3.5 mm NBR
NT-10321,NTPC_PW,CLUSTER_COMMON_032,TRUE,O-Ring 50 x 3.5 mm NBR
SA-10322,SAIL_ST,CLUSTER_COMMON_032,TRUE,O-Ring 50 x 3.5 mm NBR
CI-10323,CIL_MN,CLUSTER_COMMON_032,TRUE,O-Ring 50 x 3.5 mm NBR
BH-10324,BHEL_HE,CLUSTER_COMMON_032,TRUE,O-Ring 50 x 3.5 mm NBR
CP-30010,CPCL_OG,CLUSTER_CORE_OI_001_CP,FALSE,Refinery Catalyst Beads 3mm
NT-30011,NTPC_PW,CLUSTER_CORE_PO_001_NT,FALSE,Power Transformer 25MVA 33/11kV Dyn11
SA-30012,SAIL_ST,CLUSTER_CORE_ST_001_SA,FALSE,Fireclay Refractory Brick 230x114x75mm
CI-30013,CIL_MN,CLUSTER_CORE_MI_001_CI,FALSE,Tricone Rock Drill Bit 8.5in IADC 517
BH-30014,BHEL_HE,CLUSTER_CORE_HE_001_BH,FALSE,Helical Gearbox 22kW Ratio 20:1
CP-30020,CPCL_OG,CLUSTER_CORE_OI_002_CP,FALSE,API Drill Collar 6.5 inch
NT-30021,NTPC_PW,CLUSTER_CORE_PO_002_NT,FALSE,VCB 11kV 1250A
SA-30022,SAIL_ST,CLUSTER_CORE_ST_002_SA,FALSE,Continuous Cast Square Billet 130x130mm
CI-30023,CIL_MN,CLUSTER_CORE_MI_002_CI,FALSE,Manganese Jaw Crusher Liner
BH-30024,BHEL_HE,CLUSTER_CORE_HE_002_BH,FALSE,Induction Motor 100HP 6P
CP-30030,CPCL_OG,CLUSTER_CORE_OI_003_CP,FALSE,Explosion Proof Motor 11kW
NT-30031,NTPC_PW,CLUSTER_CORE_PO_003_NT,FALSE,Polymeric Line Insulator 33kV
SA-30032,SAIL_ST,CLUSTER_CORE_ST_003_SA,FALSE,Mill Roll Neck Bearing 500mm Bore
CI-30033,CIL_MN,CLUSTER_CORE_MI_003_CI,FALSE,Steel Wire Rope 6x36 IWRC 24mm
BH-30034,BHEL_HE,CLUSTER_CORE_HE_003_BH,FALSE,Planetary Gearbox 250kW
CP-30040,CPCL_OG,CLUSTER_CORE_OI_004_CP,FALSE,Crude Oil Desalter Demister Pad
NT-30041,NTPC_PW,CLUSTER_CORE_PO_004_NT,FALSE,Station Class Surge Arrester 33kV
SA-30042,SAIL_ST,CLUSTER_CORE_ST_004_SA,FALSE,Hadfield Steel Jaw Plate
CI-30043,CIL_MN,CLUSTER_CORE_MI_004_CI,FALSE,EP Conveyor Belt 1200mm 5 Ply
BH-30044,BHEL_HE,CLUSTER_CORE_HE_004_BH,FALSE,High Tensile Bolt M24 Grade 10.9
CP-30050,CPCL_OG,CLUSTER_CORE_OI_005_CP,FALSE,API 6D Trunnion Ball Valve 300NB CL600
NT-30051,NTPC_PW,CLUSTER_CORE_PO_005_NT,FALSE,AAAC Conductor Moose
SA-30052,SAIL_ST,CLUSTER_CORE_ST_005_SA,FALSE,Basic Oxygen Furnace Tuyere
CI-30053,CIL_MN,CLUSTER_CORE_MI_005_CI,FALSE,DTH Hammer 6 inch
BH-30054,BHEL_HE,CLUSTER_CORE_HE_005_BH,FALSE,CNC Hydraulic Power Pack 15kW
CP-30060,CPCL_OG,CLUSTER_CORE_OI_006_CP,FALSE,Spiral Wound Gasket 600NB CL300
NT-30061,NTPC_PW,CLUSTER_CORE_PO_006_NT,FALSE,Battery Charger 220V DC 100A
SA-30062,SAIL_ST,CLUSTER_CORE_ST_006_SA,FALSE,Hot Strip Mill Work Roll
CI-30063,CIL_MN,CLUSTER_CORE_MI_006_CI,FALSE,Dragline Bucket Tooth
BH-30064,BHEL_HE,CLUSTER_CORE_HE_006_BH,FALSE,Servo Motor 5kW 3000RPM
CP-30070,CPCL_OG,CLUSTER_CORE_OI_007_CP,FALSE,Refinery Steam Trap 25NB
NT-30071,NTPC_PW,CLUSTER_CORE_PO_007_NT,FALSE,Boiler Feed Pump Impeller
SA-30072,SAIL_ST,CLUSTER_CORE_ST_007_SA,FALSE,Continuous Annealing Furnace Roller
CI-30073,CIL_MN,CLUSTER_CORE_MI_007_CI,FALSE,Mine Ventilation Fan 75kW
BH-30074,BHEL_HE,CLUSTER_CORE_HE_007_BH,FALSE,Worm Gearbox 7.5kW Ratio 40:1
CP-30080,CPCL_OG,CLUSTER_CORE_OI_008_CP,FALSE,PSV 50NB CL300
NT-30081,NTPC_PW,CLUSTER_CORE_PO_008_NT,FALSE,Generator Rotor Retaining Ring
SA-30082,SAIL_ST,CLUSTER_CORE_ST_008_SA,FALSE,Graphite Electrode 600mm
CI-30083,CIL_MN,CLUSTER_CORE_MI_008_CI,FALSE,Hydraulic Rock Breaker 1.5T
BH-30084,BHEL_HE,CLUSTER_CORE_HE_008_BH,FALSE,Machine Tool Spindle Bearing Set
CP-30090,CPCL_OG,CLUSTER_CORE_OI_009_CP,FALSE,API 602 Needle Valve 25NB CL800
NT-30091,NTPC_PW,CLUSTER_CORE_PO_009_NT,FALSE,11kV XLPE Cable Termination Kit 3C x 400
SA-30092,SAIL_ST,CLUSTER_CORE_ST_009_SA,FALSE,Refractory Castable High Alumina 70%
CI-30093,CIL_MN,CLUSTER_CORE_MI_009_CI,FALSE,Crusher Mantle 1100mm
BH-30094,BHEL_HE,CLUSTER_CORE_HE_009_BH,FALSE,AC Drive 75kW 415V
CP-30100,CPCL_OG,CLUSTER_CORE_OI_010_CP,FALSE,Flame Arrestor 150NB
NT-30101,NTPC_PW,CLUSTER_CORE_PO_010_NT,FALSE,Power Transformer Breather 1kg Silica Gel
SA-30102,SAIL_ST,CLUSTER_CORE_ST_010_SA,FALSE,Hydraulic Cylinder 250mm Bore
CI-30103,CIL_MN,CLUSTER_CORE_MI_010_CI,FALSE,Mining Shovel Hoist Rope 32mm
BH-30104,BHEL_HE,CLUSTER_CORE_HE_010_BH,FALSE,Brake Motor 22kW 4P
CP-30110,CPCL_OG,CLUSTER_CORE_OI_011_CP,FALSE,Refinery Pump Casing 100x80
NT-30111,NTPC_PW,CLUSTER_CORE_PO_011_NT,FALSE,CT 33kV 200/1A Class 0.2S
SA-30112,SAIL_ST,CLUSTER_CORE_ST_011_SA,FALSE,Pinch Roll Assembly 450mm
CI-30113,CIL_MN,CLUSTER_CORE_MI_011_CI,FALSE,Hydraulic Cylinder 300mm Bore Mining
BH-30114,BHEL_HE,CLUSTER_CORE_HE_011_BH,FALSE,Precision Linear Guide 35mm
CP-30120,CPCL_OG,CLUSTER_CORE_OI_012_CP,FALSE,Gas Compressor Valve Plate
NT-30121,NTPC_PW,CLUSTER_CORE_PO_012_NT,FALSE,Numerical Relay Feeder Protection
SA-30122,SAIL_ST,CLUSTER_CORE_ST_012_SA,FALSE,Sinter Plant Burner Nozzle
CI-30123,CIL_MN,CLUSTER_CORE_MI_012_CI,FALSE,Dust Suppression Spray Nozzle
BH-30124,BHEL_HE,CLUSTER_CORE_HE_012_BH,FALSE,Hydraulic Cylinder 160mm Bore
CP-30130,CPCL_OG,CLUSTER_CORE_OI_013_CP,FALSE,Refinery Catalyst Beads 3mm Variant 01
NT-30131,NTPC_PW,CLUSTER_CORE_PO_013_NT,FALSE,Power Transformer 25MVA 33/11kV Dyn11 Variant 01
SA-30132,SAIL_ST,CLUSTER_CORE_ST_013_SA,FALSE,Fireclay Refractory Brick 230x114x75mm Variant 01
CI-30133,CIL_MN,CLUSTER_CORE_MI_013_CI,FALSE,Tricone Rock Drill Bit 8.5in IADC 517 Variant 01
BH-30134,BHEL_HE,CLUSTER_CORE_HE_013_BH,FALSE,Helical Gearbox 22kW Ratio 20:1 Variant 01
CP-30140,CPCL_OG,CLUSTER_CORE_OI_014_CP,FALSE,API Drill Collar 6.5 inch Variant 02
NT-30141,NTPC_PW,CLUSTER_CORE_PO_014_NT,FALSE,VCB 11kV 1250A Variant 02
SA-30142,SAIL_ST,CLUSTER_CORE_ST_014_SA,FALSE,Continuous Cast Square Billet 130x130mm Variant 02
CI-30143,CIL_MN,CLUSTER_CORE_MI_014_CI,FALSE,Manganese Jaw Crusher Liner Variant 02
BH-30144,BHEL_HE,CLUSTER_CORE_HE_014_BH,FALSE,Induction Motor 100HP 6P Variant 02
CP-30150,CPCL_OG,CLUSTER_CORE_OI_015_CP,FALSE,Explosion Proof Motor 11kW Variant 03
NT-30151,NTPC_PW,CLUSTER_CORE_PO_015_NT,FALSE,Polymeric Line Insulator 33kV Variant 03
SA-30152,SAIL_ST,CLUSTER_CORE_ST_015_SA,FALSE,Mill Roll Neck Bearing 500mm Bore Variant 03
CI-30153,CIL_MN,CLUSTER_CORE_MI_015_CI,FALSE,Steel Wire Rope 6x36 IWRC 24mm Variant 03
BH-30154,BHEL_HE,CLUSTER_CORE_HE_015_BH,FALSE,Planetary Gearbox 250kW Variant 03
CP-30160,CPCL_OG,CLUSTER_CORE_OI_016_CP,FALSE,Crude Oil Desalter Demister Pad Variant 04
NT-30161,NTPC_PW,CLUSTER_CORE_PO_016_NT,FALSE,Station Class Surge Arrester 33kV Variant 04
SA-30162,SAIL_ST,CLUSTER_CORE_ST_016_SA,FALSE,Hadfield Steel Jaw Plate Variant 04
CI-30163,CIL_MN,CLUSTER_CORE_MI_016_CI,FALSE,EP Conveyor Belt 1200mm 5 Ply Variant 04
BH-30164,BHEL_HE,CLUSTER_CORE_HE_016_BH,FALSE,High Tensile Bolt M24 Grade 10.9 Variant 04
CP-30170,CPCL_OG,CLUSTER_CORE_OI_017_CP,FALSE,API 6D Trunnion Ball Valve 300NB CL600 Variant 05
NT-30171,NTPC_PW,CLUSTER_CORE_PO_017_NT,FALSE,AAAC Conductor Moose Variant 05
SA-30172,SAIL_ST,CLUSTER_CORE_ST_017_SA,FALSE,Basic Oxygen Furnace Tuyere Variant 05
CI-30173,CIL_MN,CLUSTER_CORE_MI_017_CI,FALSE,DTH Hammer 6 inch Variant 05
BH-30174,BHEL_HE,CLUSTER_CORE_HE_017_BH,FALSE,CNC Hydraulic Power Pack 15kW Variant 05
CP-30180,CPCL_OG,CLUSTER_CORE_OI_018_CP,FALSE,Spiral Wound Gasket 600NB CL300 Variant 06
NT-30181,NTPC_PW,CLUSTER_CORE_PO_018_NT,FALSE,Battery Charger 220V DC 100A Variant 06
SA-30182,SAIL_ST,CLUSTER_CORE_ST_018_SA,FALSE,Hot Strip Mill Work Roll Variant 06
CI-30183,CIL_MN,CLUSTER_CORE_MI_018_CI,FALSE,Dragline Bucket Tooth Variant 06
BH-30184,BHEL_HE,CLUSTER_CORE_HE_018_BH,FALSE,Servo Motor 5kW 3000RPM Variant 06
CP-30190,CPCL_OG,CLUSTER_CORE_OI_019_CP,FALSE,Refinery Steam Trap 25NB Variant 07
NT-30191,NTPC_PW,CLUSTER_CORE_PO_019_NT,FALSE,Boiler Feed Pump Impeller Variant 07
SA-30192,SAIL_ST,CLUSTER_CORE_ST_019_SA,FALSE,Continuous Annealing Furnace Roller Variant 07
CI-30193,CIL_MN,CLUSTER_CORE_MI_019_CI,FALSE,Mine Ventilation Fan 75kW Variant 07
BH-30194,BHEL_HE,CLUSTER_CORE_HE_019_BH,FALSE,Worm Gearbox 7.5kW Ratio 40:1 Variant 07
CP-30200,CPCL_OG,CLUSTER_CORE_OI_020_CP,FALSE,PSV 50NB CL300 Variant 08
NT-30201,NTPC_PW,CLUSTER_CORE_PO_020_NT,FALSE,Generator Rotor Retaining Ring Variant 08
SA-30202,SAIL_ST,CLUSTER_CORE_ST_020_SA,FALSE,Graphite Electrode 600mm Variant 08
CI-30203,CIL_MN,CLUSTER_CORE_MI_020_CI,FALSE,Hydraulic Rock Breaker 1.5T Variant 08
