material_id,cpse_name,sector,plant,legacy_material_code,material_description,short_description,material_category,material_subcategory,technical_specification,material_grade,size,manufacturer,manufacturer_part_number,uom,unit_price,currency,annual_consumption,lead_time_days,criticality,procurement_type,supplier,last_purchase_date,status,canonical_material_id,common_national_material_code,duplicate_group_id,equivalence_group_id,match_type,equivalence_label,standardized_description,standardized_specification
MAT-OG-000011,BPCL,Oil & Gas,BPCL-PLANT-07,OG-653306,Carbon Steel Pipe SMLS CS A106 Gr.B 4 inch,Carbon Steel Pipe SMLS CS A106 Gr.B 4 in,Pipes,Carbon Steel Pipe,ASTM A106 Gr.B SCH40,CS A106 Gr.B,4 inch,Bharat Engineering,MP-80686,PC,182523.28,INR,1652,42,CRITICAL,Rate Contract,Supplier C,2024-03-26,BLOCKED,CAN-OG-00170,NMC-OG-00170,DUP-OG-00800,EQ-OG-00800,NEAR_DUPLICATE,1,CS A106 Gr.B Carbon Steel Pipe 4 inch,ASTM A106 Gr.B SCH40
MAT-OG-000012,ONGC,Oil & Gas,ONGC-PLANT-04,OG-454508,SS316 Gate Valve 2 inch,SS316 Gate Valve 2 inch,Valves,Gate Valve,API 600,SS316,2 inch,OEM Equivalent,MP-38864,NOS,17887.62,INR,487,32,LOW,Domestic,Supplier C,2026-04-17,ACTIVE,CAN-OG-00231,NMC-OG-00231,DUP-OG-00800,EQ-OG-00800,NEAR_DUPLICATE,1,SS316 Gate Valve 2 inch,API 600
MAT-OG-000013,IOCL,Oil & Gas,IOCL-PLANT-08,OG-665427,Centrifugal Pump CS 50 m3/h,Centrifugal Pump CS 50 m3/h,Pumps,Centrifugal Pump,API 610,CS,50 m3/h,Bharat Engineering,MP-71993,PC,101853.93,INR,777,15,CRITICAL,Imported,Supplier D,2024-05-21,BLOCKED,CAN-OG-00498,NMC-OG-00498,DUP-OG-00800,EQ-OG-00800,NEAR_DUPLICATE,1,CS Centrifugal Pump 50 m3/h,API 610
MAT-OG-000014,ONGC,Oil & Gas,ONGC-PLANT-06,OG-163556,SS316 Seamless Pipe DIA 2 inch,SS316 Seamless Pipe DIA 2 inch,Pipes,Seamless Pipe,ASTM A312 TP316 SCH40,SS316,2 inch,ABC Industries,MP-42591,EA,47673.7,INR,3680,20,CRITICAL,Domestic,Supplier C,2024-02-05,ACTIVE,CAN-OG-00056,NMC-OG-00056,DUP-OG-00800,EQ-OG-00800,NEAR_DUPLICATE,1,SS316 Seamless Pipe 2 inch,ASTM A312 TP316 SCH40
MAT-OG-000015,HPCL,Oil & Gas,HPCL-PLANT-02,OG-947272,Seamless Pipe SMLS SS316 2 inch,Seamless Pipe SMLS SS316 2 inch,Pipes,Seamless Pipe,ASTM A312 TP316 SCH40,SS316,2 inch,ABC Industries,MP-95477,LTR,209031.49,INR,769,33,MEDIUM,Imported,Supplier D,2023-12-29,ACTIVE,CAN-OG-00078,NMC-OG-00078,DUP-OG-00800,EQ-OG-00800,FUNCTIONALLY_EQUIVALENT,1,SS316 Seamless Pipe 2 inch,ASTM A312 TP316 SCH40
MAT-OG-000016,IOCL,Oil & Gas,IOCL-PLANT-07,OG-497382,SS316 Seamless Pipe 2 inch,SS316 Seamless Pipe 2 inch,Pipes,Seamless Pipe,ASTM A312 TP316 SCH40,SS316,2 inch,National Components,MP-69638,MTR,105838.42,INR,4557,87,CRITICAL,Domestic,Supplier B,2025-01-10,ACTIVE,CAN-OG-00061,NMC-OG-00061,DUP-OG-00800,EQ-OG-00800,FUNCTIONALLY_EQUIVALENT,1,SS316 Seamless Pipe 2 inch,ASTM A312 TP316 SCH40
MAT-OG-000017,GAIL,Oil & Gas,GAIL-PLANT-06,OG-163918,Spiral Wound Gasket - SS316/Graphite - 2 inch,Spiral Wound Gasket - SS316/Graphite - 2,Gaskets,Spiral Wound Gasket,ASME B16.20,SS316/Graphite,2 inch,ABC Industries,MP-16572,LTR,119275.61,INR,4355,23,LOW,Rate Contract,Supplier A,2025-08-25,ACTIVE,CAN-OG-00594,NMC-OG-00594,DUP-OG-00800,EQ-OG-00800,FUNCTIONALLY_EQUIVALENT,1,SS316/Graphite Spiral Wound Gasket 2 inch,ASME B16.20
MAT-OG-000018,IOCL,Oil & Gas,IOCL-PLANT-04,OG-523389,PP CARTRIDGE FILTER 10 MICRON,PP CARTRIDGE FILTER 10 MICRON,Filters,Cartridge Filter,DOE 10 inch,PP,10 micron,OEM Equivalent,MP-87924,NOS,154902.47,INR,3439,87,HIGH,Imported,Supplier B,2022-12-08,ACTIVE,CAN-OG-00692,NMC-OG-00692,DUP-OG-00800,EQ-OG-00800,SIMILAR_NOT_EQUIVALENT,0,PP Cartridge Filter 10 micron,DOE 10 inch
MAT-OG-000019,IOCL,Oil & Gas,IOCL-PLANT-05,OG-804318,Centrifugal Pump - CS - 50 m3/h,Centrifugal Pump - CS - 50 m3/h,Pumps,Centrifugal Pump,API 610,CS,50 m3/h,Precision Works,MP-51441,PC,233943.21,INR,81,61,LOW,Domestic,Supplier B,2023-11-08,ACTIVE,CAN-OG-00406,NMC-OG-00406,DUP-OG-00800,EQ-OG-00800,SIMILAR_NOT_EQUIVALENT,0,CS Centrifugal Pump 50 m3/h,API 610
MAT-OG-000020,ONGC,Oil & Gas,ONGC-PLANT-05,OG-356150,"Deep Groove Bearing, 6312, 6312","Deep Groove Bearing, 6312, 6312",Bearings,Deep Groove Bearing,ISO 15,6312,6312,Bharat Engineering,MP-67433,PC,135873.01,INR,2483,81,LOW,Rate Contract,Supplier C,2022-12-21,ACTIVE,CAN-OG-00358,NMC-OG-00358,DUP-OG-00800,EQ-OG-00800,UNRELATED,0,6312 Deep Groove Bearing 6312,ISO 15
MAT-OG-000021,BPCL,Oil & Gas,BPCL-PLANT-03,OG-221035,CS A106 Gr.B Carbon Steel Pipe 4 inch,CS A106 Gr.B Carbon Steel Pipe 4 inch,Pipes,Carbon Steel Pipe,ASTM A106 Gr.B SCH40,CS A106 Gr.B,4 inch,National Components,MP-46930,LTR,52775.82,INR,2813,29,HIGH,Rate Contract,Supplier D,2025-04-13,ACTIVE,CAN-OG-00138,NMC-OG-00138,DUP-OG-00800,EQ-OG-00800,EXACT_DUPLICATE,1,CS A106 Gr.B Carbon Steel Pipe 4 inch,ASTM A106 Gr.B SCH40
MAT-OG-000022,BPCL,Oil & Gas,BPCL-PLANT-06,OG-146228,CS Centrifugal Pump 50 m3/h,CS Centrifugal Pump 50 m3/h,Pumps,Centrifugal Pump,API 610,CS,50 m3/h,Bharat Engineering,MP-93507,MTR,40521.26,INR,3624,73,CRITICAL,Rate Contract,Supplier A,2026-01-23,ACTIVE,CAN-OG-00434,NMC-OG-00434,DUP-OG-00800,EQ-OG-00800,EXACT_DUPLICATE,1,CS Centrifugal Pump 50 m3/h,API 610
MAT-OG-000023,IOCL,Oil & Gas,IOCL-PLANT-06,OG-672092,Cu/XLPE Power Cable 3C x 185 sqmm,Cu/XLPE Power Cable 3C x 185 sqmm,Cables,Power Cable,11 kV XLPE,Cu/XLPE,3C x 185 sqmm,OEM Equivalent,MP-82420,EA,107532.21,INR,347,42,HIGH,Domestic,Supplier C,2025-07-06,ACTIVE,CAN-OG-00708,NMC-OG-00708,DUP-OG-00800,EQ-OG-00800,EXACT_DUPLICATE,1,Cu/XLPE Power Cable 3C x 185 sqmm,11 kV XLPE
MAT-OG-000024,GAIL,Oil & Gas,GAIL-PLANT-03,OG-526117,Deep Groove Bearing SMLS 6312 6312,Deep Groove Bearing SMLS 6312 6312,Bearings,Deep Groove Bearing,ISO 15,6312,6312,Bharat Engineering,MP-31299,PC,202721.31,INR,3382,6,MEDIUM,Rate Contract,Supplier C,2024-05-19,ACTIVE,CAN-OG-00363,NMC-OG-00363,DUP-OG-00800,EQ-OG-00800,EXACT_DUPLICATE,1,6312 Deep Groove Bearing 6312,ISO 15
MAT-OG-000025,ONGC,Oil & Gas,ONGC-PLANT-08,OG-501124,Cu/XLPE Power Cable 3C x 185 sqmm,Cu/XLPE Power Cable 3C x 185 sqmm,Cables,Power Cable,11 kV XLPE,Cu/XLPE,3C x 185 sqmm,Bharat Engineering,MP-36158,PC,229625.21,INR,2869,42,MEDIUM,Domestic,Supplier A,2022-12-28,ACTIVE,CAN-OG-00719,NMC-OG-00719,DUP-OG-00800,EQ-OG-00800,EXACT_DUPLICATE,1,Cu/XLPE Power Cable 3C x 185 sqmm,11 kV XLPE
MAT-OG-000026,ONGC,Oil & Gas,ONGC-PLANT-06,OG-910891,"Gate Valve, SS316, 2 inch","Gate Valve, SS316, 2 inch",Valves,Gate Valve,API 600,SS316,2 inch,OEM Equivalent,MP-62386,KG,245290.25,INR,4397,45,LOW,Domestic,Supplier C,2025-09-09,ACTIVE,CAN-OG-00286,NMC-OG-00286,DUP-OG-00800,EQ-OG-00800,EXACT_DUPLICATE,1,SS316 Gate Valve 2 inch,API 600
MAT-OG-000027,HPCL,Oil & Gas,HPCL-PLANT-06,OG-462479,Cartridge Filter - PP - 10 micron,Cartridge Filter - PP - 10 micron,Filters,Cartridge Filter,DOE 10 inch,PP,10 micron,Precision Works,MP-89457,LTR,29044.1,INR,4728,27,HIGH,Domestic,Supplier D,2026-09-06,ACTIVE,CAN-OG-00611,NMC-OG-00611,DUP-OG-00800,EQ-OG-00800,EXACT_DUPLICATE,1,PP Cartridge Filter 10 micron,DOE 10 inch
MAT-OG-000028,BPCL,Oil & Gas,BPCL-PLANT-02,OG-753425,"Seamless Pipe, SS316, 2 inch","Seamless Pipe, SS316, 2 inch",Pipes,Seamless Pipe,ASTM A312 TP316 SCH40,SS316,2 inch,National Components,MP-76469,MTR,166773.19,INR,2677,54,HIGH,Rate Contract,Supplier B,2025-08-13,BLOCKED,CAN-OG-00072,NMC-OG-00072,DUP-OG-00800,EQ-OG-00800,EXACT_DUPLICATE,1,SS316 Seamless Pipe 2 inch,ASTM A312 TP316 SCH40
MAT-OG-000029,IOCL,Oil & Gas,IOCL-PLANT-05,OG-745414,Deep Groove Bearing SMLS 6312 6312,Deep Groove Bearing SMLS 6312 6312,Bearings,Deep Groove Bearing,ISO 15,6312,6312,Precision Works,MP-81819,PC,251.42,INR,2355,29,CRITICAL,Rate Contract,Supplier C,2024-01-31,BLOCKED,CAN-OG-00389,NMC-OG-00389,DUP-OG-00800,EQ-OG-00800,NEAR_DUPLICATE,1,6312 Deep Groove Bearing 6312,ISO 15
MAT-OG-000030,GAIL,Oil & Gas,GAIL-PLANT-03,OG-596171,Gate  Valve  -  SS316  -  2  inch,Gate  Valve  -  SS316  -  2  inch,Valves,Gate Valve,API 600,SS316,2 inch,ABC Industries,MP-47196,LTR,166013.88,INR,2750,14,MEDIUM,Rate Contract,Supplier C,2025-06-06,ACTIVE,CAN-OG-00219,NMC-OG-00219,DUP-OG-00800,EQ-OG-00800,NEAR_DUPLICATE,1,SS316 Gate Valve 2 inch,API 600
MAT-OG-000031,IOCL,Oil & Gas,IOCL-PLANT-02,OG-598216,Seamless Pipe SMLS SS316 2 inch,Seamless Pipe SMLS SS316 2 inch,Pipes,Seamless Pipe,ASTM A312 TP316 SCH40,SS316,2 inch,Precision Works,MP-64321,KG,143981.37,INR,3150,66,CRITICAL,Domestic,Supplier B,2023-01-05,ACTIVE,CAN-OG-00048,NMC-OG-00048,DUP-OG-00800,EQ-OG-00800,NEAR_DUPLICATE,1,SS316 Seamless Pipe 2 inch,ASTM A312 TP316 SCH40
MAT-OG-000032,ONGC,Oil & Gas,ONGC-PLANT-04,OG-916232,Cu/XLPE Power Cable DIA 3C x 185 sqmm,Cu/XLPE Power Cable DIA 3C x 185 sqmm,Cables,Power Cable,11 kV XLPE,Cu/XLPE,3C x 185 sqmm,Bharat Engineering,MP-77889,M,12697.06,INR,2046,18,CRITICAL,Domestic,Supplier D,2022-12-12,ACTIVE,CAN-OG-00789,NMC-OG-00789,DUP-OG-00800,EQ-OG-00800,NEAR_DUPLICATE,1,Cu/XLPE Power Cable 3C x 185 sqmm,11 kV XLPE
MAT-OG-000033,GAIL,Oil & Gas,GAIL-PLANT-07,OG-954596,Centrifugal Pump - CS - 50 m3/h,Centrifugal Pump - CS - 50 m3/h,Pumps,Centrifugal Pump,API 610,CS,50 m3/h,OEM Equivalent,MP-68446,EA,185952.31,INR,3893,60,HIGH,Domestic,Supplier C,2023-10-08,BLOCKED,CAN-OG-00454,NMC-OG-00454,DUP-OG-00800,EQ-OG-00800,NEAR_DUPLICATE,1,CS Centrifugal Pump 50 m3/h,API 610
MAT-OG-000034,HPCL,Oil & Gas,HPCL-PLANT-05,OG-181247,Gate Valve - SS316 - 2 inch,Gate Valve - SS316 - 2 inch,Valves,Gate Valve,API 600,SS316,2 inch,Bharat Engineering,MP-45614,MTR,80029.44,INR,4429,13,MEDIUM,Domestic,Supplier B,2024-07-17,ACTIVE,CAN-OG-00282,NMC-OG-00282,DUP-OG-00800,EQ-OG-00800,NEAR_DUPLICATE,1,SS316 Gate Valve 2 inch,API 600
MAT-OG-000035,HPCL,Oil & Gas,HPCL-PLANT-08,OG-527398,"SEAMLESS PIPE, SS316, 2 INCH","SEAMLESS PIPE, SS316, 2 INCH",Pipes,Seamless Pipe,ASTM A312 TP316 SCH40,SS316,2 inch,Precision Works,MP-18161,EA,208247.86,INR,3195,77,LOW,Rate Contract,Supplier D,2024-01-07,ACTIVE,CAN-OG-00066,NMC-OG-00066,DUP-OG-00800,EQ-OG-00800,FUNCTIONALLY_EQUIVALENT,1,SS316 Seamless Pipe 2 inch,ASTM A312 TP316 SCH40
MAT-OG-000036,HPCL,Oil & Gas,HPCL-PLANT-04,OG-994905,6312 Deep Groove Bearing DIA 6312,6312 Deep Groove Bearing DIA 6312,Bearings,Deep Groove Bearing,ISO 15,6312,6312,Precision Works,MP-38760,MTR,109043.62,INR,242,52,HIGH,Rate Contract,Supplier D,2022-08-18,ACTIVE,CAN-OG-00306,NMC-OG-00306,DUP-OG-00800,EQ-OG-00800,FUNCTIONALLY_EQUIVALENT,1,6312 Deep Groove Bearing 6312,ISO 15
MAT-OG-000037,GAIL,Oil & Gas,GAIL-PLANT-07,OG-660069,CS A106 Gr.B Carbon Steel Pipe 4 inch,CS A106 Gr.B Carbon Steel Pipe 4 inch,Pipes,Carbon Steel Pipe,ASTM A106 Gr.B SCH40,CS A106 Gr.B,4 inch,OEM Equivalent,MP-83975,KG,6921.45,INR,3516,20,CRITICAL,Domestic,Supplier A,2025-03-26,BLOCKED,CAN-OG-00131,NMC-OG-00131,DUP-OG-00800,EQ-OG-00800,FUNCTIONALLY_EQUIVALENT,1,CS A106 Gr.B Carbon Steel Pipe 4 inch,ASTM A106 Gr.B SCH40
MAT-OG-000038,BPCL,Oil & Gas,BPCL-PLANT-05,OG-453894,CS Centrifugal Pump DIA 50 m3/h,CS Centrifugal Pump DIA 50 m3/h,Pumps,Centrifugal Pump,API 610,CS,50 m3/h,Precision Works,MP-43065,PC,20614.27,INR,163,72,LOW,Imported,Supplier B,2023-01-17,ACTIVE,CAN-OG-00466,NMC-OG-00466,DUP-OG-00800,EQ-OG-00800,SIMILAR_NOT_EQUIVALENT,0,CS Centrifugal Pump 50 m3/h,API 610
MAT-OG-000039,ONGC,Oil & Gas,ONGC-PLANT-04,OG-890870,PP Cartridge Filter 10 micron,PP Cartridge Filter 10 micron,Filters,Cartridge Filter,DOE 10 inch,PP,10 micron,Bharat Engineering,MP-12671,LTR,38222.73,INR,1039,63,LOW,Rate Contract,Supplier B,2024-01-31,ACTIVE,CAN-OG-00668,NMC-OG-00668,DUP-OG-00800,EQ-OG-00800,SIMILAR_NOT_EQUIVALENT,0,PP Cartridge Filter 10 micron,DOE 10 inch
MAT-OG-000040,GAIL,Oil & Gas,GAIL-PLANT-02,OG-736745,Carbon Steel Pipe - CS A106 Gr.B - 4 inch,Carbon Steel Pipe - CS A106 Gr.B - 4 inc,Pipes,Carbon Steel Pipe,ASTM A106 Gr.B SCH40,CS A106 Gr.B,4 inch,Bharat Engineering,MP-50768,NOS,144734.38,INR,2560,76,CRITICAL,Imported,Supplier B,2026-04-07,ACTIVE,CAN-OG-00172,NMC-OG-00172,DUP-OG-00800,EQ-OG-00800,UNRELATED,0,CS A106 Gr.B Carbon Steel Pipe 4 inch,ASTM A106 Gr.B SCH40
MAT-OG-000041,BPCL,Oil & Gas,BPCL-PLANT-02,OG-991597,Power Cable - Cu/XLPE - 3C x 185 sqmm,Power Cable - Cu/XLPE - 3C x 185 sqmm,Cables,Power Cable,11 kV XLPE,Cu/XLPE,3C x 185 sqmm,OEM Equivalent,MP-15383,MTR,133256.4,INR,3040,11,HIGH,Domestic,Supplier D,2023-12-11,ACTIVE,CAN-OG-00792,NMC-OG-00792,DUP-OG-00800,EQ-OG-00800,EXACT_DUPLICATE,1,Cu/XLPE Power Cable 3C x 185 sqmm,11 kV XLPE
MAT-OG-000042,HPCL,Oil & Gas,HPCL-PLANT-07,OG-841666,Deep Groove Bearing 6312 6312,Deep Groove Bearing 6312 6312,Bearings,Deep Groove Bearing,ISO 15,6312,6312,Bharat Engineering,MP-78386,KG,67630.09,INR,4413,64,CRITICAL,Imported,Supplier C,2024-11-18,ACTIVE,CAN-OG-00371,NMC-OG-00371,DUP-OG-00800,EQ-OG-00800,EXACT_DUPLICATE,1,6312 Deep Groove Bearing 6312,ISO 15
MAT-OG-000043,BPCL,Oil & Gas,BPCL-PLANT-08,OG-572700,Seamless Pipe SS316 2 inch,Seamless Pipe SS316 2 inch,Pipes,Seamless Pipe,ASTM A312 TP316 SCH40,SS316,2 inch,OEM Equivalent,MP-89997,KG,94840.48,INR,240,66,HIGH,Domestic,Supplier D,2025-07-02,ACTIVE,CAN-OG-00089,NMC-OG-00089,DUP-OG-00800,EQ-OG-00800,EXACT_DUPLICATE,1,SS316 Seamless Pipe 2 inch,ASTM A312 TP316 SCH40
MAT-OG-000044,BPCL,Oil & Gas,BPCL-PLANT-05,OG-725113,Deep Groove Bearing - 6312 - 6312,Deep Groove Bearing - 6312 - 6312,Bearings,Deep Groove Bearing,ISO 15,6312,6312,OEM Equivalent,MP-11330,LTR,237023.44,INR,706,33,CRITICAL,Imported,Supplier B,2022-10-26,BLOCKED,CAN-OG-00349,NMC-OG-00349,DUP-OG-00800,EQ-OG-00800,EXACT_DUPLICATE,1,6312 Deep Groove Bearing 6312,ISO 15
MAT-OG-000045,HPCL,Oil & Gas,HPCL-PLANT-02,OG-931450,SS316/Graphite Spiral Wound Gasket 2 inch,SS316/Graphite Spiral Wound Gasket 2 inc,Gaskets,Spiral Wound Gasket,ASME B16.20,SS316/Graphite,2 inch,National Components,MP-39045,M,172993.02,INR,2513,87,HIGH,Imported,Supplier C,2024-04-21,ACTIVE,CAN-OG-00503,NMC-OG-00503,DUP-OG-00800,EQ-OG-00800,EXACT_DUPLICATE,1,SS316/Graphite Spiral Wound Gasket 2 inch,ASME B16.20
MAT-OG-000046,BPCL,Oil & Gas,BPCL-PLANT-04,OG-421517,"Centrifugal Pump, CS, 50 m3/h","Centrifugal Pump, CS, 50 m3/h",Pumps,Centrifugal Pump,API 610,CS,50 m3/h,ABC Industries,MP-35242,MTR,30020.75,INR,4394,26,MEDIUM,Domestic,Supplier D,2025-02-20,ACTIVE,CAN-OG-00465,NMC-OG-00465,DUP-OG-00800,EQ-OG-00800,EXACT_DUPLICATE,1,CS Centrifugal Pump 50 m3/h,API 610
MAT-OG-000047,BPCL,Oil & Gas,BPCL-PLANT-03,OG-338533,"Carbon Steel Pipe, CS A106 Gr.B, 4 inch","Carbon Steel Pipe, CS A106 Gr.B, 4 inch",Pipes,Carbon Steel Pipe,ASTM A106 Gr.B SCH40,CS A106 Gr.B,4 inch,National Components,MP-11854,KG,133603.65,INR,2252,8,LOW,Rate Contract,Supplier C,2022-10-12,ACTIVE,CAN-OG-00199,NMC-OG-00199,DUP-OG-00800,EQ-OG-00800,EXACT_DUPLICATE,1,CS A106 Gr.B Carbon Steel Pipe 4 inch,ASTM A106 Gr.B SCH40
MAT-OG-000048,HPCL,Oil & Gas,HPCL-PLANT-05,OG-207570,Cu/XLPE Power Cable 3C x 185 sqmm,Cu/XLPE Power Cable 3C x 185 sqmm,Cables,Power Cable,11 kV XLPE,Cu/XLPE,3C x 185 sqmm,Precision Works,MP-72746,M,85275.38,INR,425,35,CRITICAL,Domestic,Supplier A,2024-06-11,BLOCKED,CAN-OG-00771,NMC-OG-00771,DUP-OG-00800,EQ-OG-00800,EXACT_DUPLICATE,1,Cu/XLPE Power Cable 3C x 185 sqmm,11 kV XLPE
MAT-OG-000049,ONGC,Oil & Gas,ONGC-PLANT-05,OG-259097,Cartridge Filter PP 10 micron,Cartridge Filter PP 10 micron,Filters,Cartridge Filter,DOE 10 inch,PP,10 micron,ABC Industries,MP-42530,NOS,139584.55,INR,3414,80,MEDIUM,Rate Contract,Supplier D,2024-03-01,BLOCKED,CAN-OG-00645,NMC-OG-00645,DUP-OG-00800,EQ-OG-00800,NEAR_DUPLICATE,1,PP Cartridge Filter 10 micron,DOE 10 inch
MAT-OG-000050,HPCL,Oil & Gas,HPCL-PLANT-01,OG-420214,Cartridge Filter SMLS PP 10 micron,Cartridge Filter SMLS PP 10 micron,Filters,Cartridge Filter,DOE 10 inch,PP,10 micron,OEM Equivalent,MP-23006,PC,52065.81,INR,1733,36,LOW,Domestic,Supplier B,2025-09-19,ACTIVE,CAN-OG-00603,NMC-OG-00603,DUP-OG-00800,EQ-OG-00800,NEAR_DUPLICATE,1,PP Cartridge Filter 10 micron,DOE 10 inch
MAT-OG-000051,HPCL,Oil & Gas,HPCL-PLANT-08,OG-822858,Centrifugal Pump SMLS CS 50 m3/h,Centrifugal Pump SMLS CS 50 m3/h,Pumps,Centrifugal Pump,API 610,CS,50 m3/h,National Components,MP-14278,EA,72133.01,INR,2321,61,LOW,Rate Contract,Supplier B,2025-03-17,ACTIVE,CAN-OG-00419,NMC-OG-00419,DUP-OG-00800,EQ-OG-00800,NEAR_DUPLICATE,1,CS Centrifugal Pump 50 m3/h,API 610
