cnmc_code,canonical_description,category_id,category_name,sector,standard_uom,duplicate_count,affected_cpses,specifications
NMC-OG-GSK-0005,Cartridge Filter Pp 10 Micron,GASKETS_SEALS,Gaskets & Seals,Oil & Gas,NOS,5,"CIL_MN, SAIL_ST, BHEL_HE, CPCL_OG, NTPC_PW","{""dimensions"": {""nominal_bore"": ""250NB""}}"
NMC-OG-GSK-0006,Air Filter Element 500Nb (500Mm),GASKETS_SEALS,Gaskets & Seals,Oil & Gas,NOS,5,"CIL_MN, SAIL_ST, BHEL_HE, CPCL_OG, NTPC_PW","{""dimensions"": {""nominal_bore"": ""500NB""}}"
NMC-OG-CPL-0001,Flexible Jaw Coupling L-110,COUPLINGS,Couplings & Power Transmission,Oil & Gas,SET,5,"CIL_MN, SAIL_ST, BHEL_HE, CPCL_OG, NTPC_PW","{""material"": ""Cast Iron"", ""models"": {""coupling_model"": ""L-110""}}"
NMC-OG-CPL-0002,Grid Coupling G20,COUPLINGS,Couplings & Power Transmission,Oil & Gas,SET,5,"CIL_MN, SAIL_ST, BHEL_HE, CPCL_OG, NTPC_PW","{""material"": ""Carbon Steel"", ""models"": {""coupling_model"": ""G20""}, ""end_connection"": ""Flanged""}"
NMC-MN-BLT-0001,V-Belt Spb 2240,CONVEYOR_BELTING,Conveyor & Belting,Mining,NOS,5,"CIL_MN, SAIL_ST, BHEL_HE, CPCL_OG, NTPC_PW","{""standards"": [""DIN 7753""], ""models"": {""belt_model"": ""SPB 2240""}}"
NMC-OG-RPC-0001,Roller Carbon Steel ISO 606,ROPES_CHAINS,Wire Ropes & Chains,Oil & Gas,MTR,5,"CIL_MN, SAIL_ST, BHEL_HE, CPCL_OG, NTPC_PW","{""standards"": [""ISO 606""], ""material"": ""Carbon Steel"", ""models"": {""chain_model"": ""16B-1""}}"
NMC-OG-SWG-0001,Ac Contactor 32A 415V,SWITCHGEAR,Insulators & Switchgear,Oil & Gas,NOS,5,"CIL_MN, SAIL_ST, BHEL_HE, CPCL_OG, NTPC_PW","{""standards"": [""IEC 60947-4""], ""electrical"": {""voltage"": ""415V"", ""current_rating_a"": 32}}"
NMC-OG-SWG-0002,Moulded Case Circuit Breaker 250A 4P,SWITCHGEAR,Insulators & Switchgear,Oil & Gas,NOS,5,"CIL_MN, SAIL_ST, BHEL_HE, CPCL_OG, NTPC_PW","{""standards"": [""IEC 60947-2""], ""electrical"": {""current_rating_a"": 250, ""breaking_capacity_ka"": 36}}"
NMC-OG-RPC-0002,Industrial Gear Oil Iso Vg 220,ROPES_CHAINS,Wire Ropes & Chains,Oil & Gas,LTR,5,"CIL_MN, SAIL_ST, BHEL_HE, CPCL_OG, NTPC_PW","{""standards"": [""DIN 51517""]}"
NMC-OG-BRG-0004,Spherical 60x110x29 mm ISO 355,BEARINGS,Bearings & Spares,Oil & Gas,NOS,5,"CIL_MN, SAIL_ST, BHEL_HE, CPCL_OG, NTPC_PW","{""standards"": [""ISO 355""], ""dimensions"": {""boundary_3d"": ""60x110x29 mm"", ""length_mm"": 60, ""width_mm"": 110, ""thickness_mm"": 29}}"
NMC-OG-GSK-0007,O-Ring Rubber ISO 3601,GASKETS_SEALS,Gaskets & Seals,Oil & Gas,NOS,5,"CIL_MN, SAIL_ST, BHEL_HE, CPCL_OG, NTPC_PW","{""standards"": [""ISO 3601""], ""dimensions"": {""boundary_2d"": ""50x3 mm"", ""diameter_mm"": 3.5}, ""material"": ""Rubber""}"
NMC-OG-BRG-0005,Refinery Catalyst Beads 3Mm,BEARINGS,Bearings & Spares,Oil & Gas,KG,1,CPCL_OG,"{""dimensions"": {""diameter_mm"": 3.0}}"
NMC-PW-TRF-0001,Power Transformer 25Mva 33 11Kv Dyn11,TRANSFORMERS,Transformers,Power,NOS,1,NTPC_PW,"{""standards"": [""IS 2026""], ""electrical"": {""voltage"": ""11KV"", ""power_rating"": ""25 MVA""}}"
NMC-ST-REF-0001,Fireclay 230x114x75 mm IS 8,REFRACTORIES,Refractories & Furnace Linings,Steel,NOS,1,SAIL_ST,"{""standards"": [""IS 8""], ""dimensions"": {""boundary_3d"": ""230x114x75 mm"", ""length_mm"": 230, ""width_mm"": 114, ""thickness_mm"": 75}}"
NMC-MN-DRL-0002,Tricone Rock Drill Bit 8.5In Iadc Code 517,DRILLING_MINING,Drilling & Mining Tools,Mining,NOS,1,CIL_MN,{}
NMC-HE-PIP-0001,Helical Gearbox 22Kw Ratio 20:1,PIPE_FITTINGS,Flanges & Pipe Fittings,Heavy Engineering,NOS,1,BHEL_HE,"{""electrical"": {""power_kw"": 22.0}}"
NMC-OG-DRL-0003,Api Drill Collar 6.5 Inch,DRILLING_MINING,Drilling & Mining Tools,Oil & Gas,MTR,1,CPCL_OG,{}
NMC-PW-SWG-0003,Vacuum Circuit Breaker 11Kv 1250A,SWITCHGEAR,Insulators & Switchgear,Power,NOS,1,NTPC_PW,"{""standards"": [""IEC 62271-100""], ""electrical"": {""voltage"": ""11KV"", ""current_rating_a"": 1250, ""breaking_capacity_ka"": 25}}"
NMC-ST-STL-0001,Continuous Carbon Steel IS 2830,STRUCTURAL_STEEL,Structural Steel & Billets,Steel,MT,1,SAIL_ST,"{""standards"": [""IS 2830""], ""dimensions"": {""boundary_2d"": ""130x130 mm""}, ""material"": ""Carbon Steel""}"
NMC-MN-LIN-0001,Manganese Jaw Crusher Liner,WEAR_PARTS,Wear Parts & Liners,Mining,NOS,1,CIL_MN,"{""standards"": [""ASTM A128 14""], ""dimensions"": {""diameter_mm"": 1200.0}}"
NMC-HE-MOT-0004,Induction Motor 100Hp 6P,MOTORS_DRIVES,Electric Motors & Drives,Heavy Engineering,NOS,1,BHEL_HE,"{""electrical"": {""voltage"": ""415V"", ""power_hp"": 100.0}}"
NMC-OG-SWG-0004,Explosion Proof Motor 11Kw,SWITCHGEAR,Insulators & Switchgear,Oil & Gas,NOS,1,CPCL_OG,"{""standards"": [""IEC 60079""], ""electrical"": {""voltage"": ""415V"", ""power_kw"": 11.0}}"
NMC-PW-SWG-0005,Polymeric Rubber IEC 61109,SWITCHGEAR,Insulators & Switchgear,Power,NOS,1,NTPC_PW,"{""standards"": [""IEC 61109""], ""material"": ""Rubber"", ""electrical"": {""voltage"": ""33KV""}}"
NMC-ST-BRG-0006,Mill Spherical Roller Bearing 500Nb (500Mm) Bore,BEARINGS,Bearings & Spares,Steel,NOS,1,SAIL_ST,"{""dimensions"": {""nominal_bore"": ""500NB"", ""bore_diameter_mm"": 4}}"
NMC-OG-RPC-0003,Steel Wire Rope 6X36 Independent Wire Rope Core 24Mm,ROPES_CHAINS,Wire Ropes & Chains,Oil & Gas,MTR,11,"CIL_MN, SAIL_ST, BHEL_HE, CPCL_OG, NTPC_PW","{""standards"": [""IS 2266""], ""dimensions"": {""boundary_2d"": ""6x36 mm"", ""diameter_mm"": 24.0}}"
NMC-HE-GBX-0001,Planetary Gearbox 250Kw,GEARBOXES,Gearboxes & Speed Reducers,Heavy Engineering,NOS,1,BHEL_HE,"{""electrical"": {""power_kw"": 250.0}}"
NMC-OG-GSK-0008,Crude Oil Desalter Demister Pad,GASKETS_SEALS,Gaskets & Seals,Oil & Gas,NOS,1,CPCL_OG,"{""dimensions"": {""diameter_mm"": 1500.0}, ""material"": ""Stainless Steel 316""}"
NMC-PW-TRF-0002,Station Class Surge Arrester 33Kv,TRANSFORMERS,Transformers,Power,NOS,1,NTPC_PW,"{""standards"": [""IEC 60099-4""], ""electrical"": {""voltage"": ""33KV""}}"
NMC-ST-LIN-0002,Hadfield Manganese Steel ASTM A128 MN,WEAR_PARTS,Wear Parts & Liners,Steel,NOS,1,SAIL_ST,"{""standards"": [""ASTM A128 MN""], ""material"": ""Manganese Steel""}"
NMC-MN-BLT-0002,Polyester Nylon Ep Conveyor Belt 1200Mm 5 Ply,CONVEYOR_BELTING,Conveyor & Belting,Mining,MTR,1,CIL_MN,"{""standards"": [""DIN 22102""], ""dimensions"": {""diameter_mm"": 1200.0}}"
NMC-HE-FST-0005,High Tensile Bolt M24 Grade 10.9,FASTENERS,Fasteners & Hardware,Heavy Engineering,NOS,1,BHEL_HE,"{""standards"": [""ISO 898-1""], ""grade"": ""Grade 10.9""}"
NMC-OG-VLV-0004,Api 300NB Class 600 Carbon Steel API 6D,VALVES_FLOW,Valves & Flow Control,Oil & Gas,NOS,1,CPCL_OG,"{""standards"": [""API 6D"", ""ASTM A216 WCB""], ""pressure_class"": 600, ""dimensions"": {""nominal_bore"": ""300NB""}, ""material"": ""Carbon Steel"", ""grade"": ""Class 600""}"
NMC-PW-CBL-0004,Aaac Aluminium IS 398,CABLES_CONDUCTORS,Cables & Conductors,Power,MTR,1,NTPC_PW,"{""standards"": [""IS 398""], ""material"": ""Aluminium"", ""electrical"": {""conductor"": ""Aluminium""}}"
NMC-ST-MOT-0005,Basic Oxygen Furnace Tuyere,MOTORS_DRIVES,Electric Motors & Drives,Steel,NOS,1,SAIL_ST,"{""material"": ""Copper"", ""electrical"": {""conductor"": ""Copper""}}"
NMC-MN-DRL-0004,Dth Hammer 150Nb (6Inch),DRILLING_MINING,Drilling & Mining Tools,Mining,NOS,1,CIL_MN,"{""dimensions"": {""nominal_bore"": ""150NB""}}"
NMC-HE-GBX-0002,Cnc Hydraulic Power Pack 15Kw,GEARBOXES,Gearboxes & Speed Reducers,Heavy Engineering,NOS,1,BHEL_HE,"{""pressure_class"": 250, ""electrical"": {""power_kw"": 15.0}}"
NMC-OG-GSK-0009,Spiral 600NB Class 300 Stainless Steel 316 ASME B16.20,GASKETS_SEALS,Gaskets & Seals,Oil & Gas,NOS,1,CPCL_OG,"{""standards"": [""ASME B16.20""], ""pressure_class"": 300, ""dimensions"": {""nominal_bore"": ""600NB""}, ""material"": ""Stainless Steel 316"", ""grade"": ""Class 300""}"
NMC-PW-SWG-0006,Battery Charger 220V Dc 100A,SWITCHGEAR,Insulators & Switchgear,Power,NOS,1,NTPC_PW,"{""electrical"": {""voltage"": ""220V"", ""current_rating_a"": 100}}"
NMC-ST-STL-0002,Hot Strip Mill Work Roll,STRUCTURAL_STEEL,Structural Steel & Billets,Steel,NOS,1,SAIL_ST,"{""dimensions"": {""diameter_mm"": 900.0}}"
NMC-MN-FST-0006,Dragline Bucket Tooth,FASTENERS,Fasteners & Hardware,Mining,NOS,1,CIL_MN,{}
NMC-HE-MOT-0006,Servo Motor 5Kw 3000Rpm,MOTORS_DRIVES,Electric Motors & Drives,Heavy Engineering,NOS,1,BHEL_HE,"{""electrical"": {""power_kw"": 5.0}}"
NMC-OG-VLV-0005,Refinery 25NB Class 16 Carbon Steel API 612,VALVES_FLOW,Valves & Flow Control,Oil & Gas,NOS,1,CPCL_OG,"{""standards"": [""API 612""], ""pressure_class"": 16, ""dimensions"": {""nominal_bore"": ""25NB""}, ""material"": ""Carbon Steel""}"
NMC-PW-PMP-0001,Boiler Feed Pump Impeller,PUMPS_ROTATING,Pumps & Rotating Machinery,Power,NOS,1,NTPC_PW,"{""dimensions"": {""nominal_bore"": ""450NB""}}"
NMC-ST-BRG-0007,Continuous Annealing Furnace Roller,BEARINGS,Bearings & Spares,Steel,NOS,1,SAIL_ST,"{""dimensions"": {""nominal_bore"": ""450NB""}}"
NMC-MN-MOT-0007,Mine Ventilation Fan 75Kw,MOTORS_DRIVES,Electric Motors & Drives,Mining,NOS,1,CIL_MN,"{""electrical"": {""voltage"": ""415V"", ""power_kw"": 75.0}}"
NMC-HE-PIP-0002,Worm Gearbox 7.5Kw Ratio 40:1,PIPE_FITTINGS,Flanges & Pipe Fittings,Heavy Engineering,NOS,1,BHEL_HE,"{""electrical"": {""power_kw"": 7.5}}"
NMC-OG-VLV-0006,Psv 50NB Class 300 Carbon Steel API 526,VALVES_FLOW,Valves & Flow Control,Oil & Gas,NOS,1,CPCL_OG,"{""standards"": [""API 526""], ""pressure_class"": 300, ""dimensions"": {""nominal_bore"": ""50NB""}, ""material"": ""Carbon Steel"", ""grade"": ""Class 300""}"
NMC-PW-STL-0003,Generator Rotor Retaining Ring,STRUCTURAL_STEEL,Structural Steel & Billets,Power,NOS,1,NTPC_PW,{}
NMC-ST-GSK-0010,Graphite 600NB Graphite,GASKETS_SEALS,Gaskets & Seals,Steel,NOS,1,SAIL_ST,"{""dimensions"": {""nominal_bore"": ""600NB""}, ""material"": ""Graphite""}"
NMC-MN-DRL-0005,Hydraulic Rock Breaker 1.5T,DRILLING_MINING,Drilling & Mining Tools,Mining,NOS,1,CIL_MN,{}
NMC-HE-BRG-0008,Machine Tool Spindle Bearing Set,BEARINGS,Bearings & Spares,Heavy Engineering,SET,1,BHEL_HE,"{""dimensions"": {""diameter_mm"": 70.0}}"
NMC-OG-VLV-0007,Api 25NB Class 800 API 602,VALVES_FLOW,Valves & Flow Control,Oil & Gas,NOS,1,CPCL_OG,"{""standards"": [""API 602""], ""pressure_class"": 800, ""dimensions"": {""nominal_bore"": ""25NB""}}"
NMC-PW-CBL-0005,11Kv Cross-Linked Polyethylene Cable Termination Kit 3C X 400,CABLES_CONDUCTORS,Cables & Conductors,Power,SET,1,NTPC_PW,"{""standards"": [""IEC 60840""], ""electrical"": {""voltage"": ""11KV"", ""insulation"": ""XLPE""}}"
NMC-ST-REF-0002,Refractory Castable High Alumina 70%,REFRACTORIES,Refractories & Furnace Linings,Steel,KG,1,SAIL_ST,"{""standards"": [""IS 1528""]}"
NMC-MN-LIN-0003,Crusher Mantle 1100Mm,WEAR_PARTS,Wear Parts & Liners,Mining,NOS,1,CIL_MN,"{""dimensions"": {""diameter_mm"": 1100.0}}"
NMC-HE-MOT-0008,Ac Drive 75Kw 415V,MOTORS_DRIVES,Electric Motors & Drives,Heavy Engineering,NOS,1,BHEL_HE,"{""standards"": [""IEC 61800""], ""electrical"": {""voltage"": ""415V"", ""power_kw"": 75.0}}"
NMC-OG-GSK-0011,Flame 150NB Stainless Steel 316,GASKETS_SEALS,Gaskets & Seals,Oil & Gas,NOS,1,CPCL_OG,"{""dimensions"": {""nominal_bore"": ""150NB""}, ""material"": ""Stainless Steel 316""}"
NMC-PW-TRF-0003,Power Transformer Breather 1Kg Silica Gel,TRANSFORMERS,Transformers,Power,NOS,1,NTPC_PW,{}
NMC-ST-VLV-0008,Hydraulic 250NB Class 350,VALVES_FLOW,Valves & Flow Control,Steel,NOS,1,SAIL_ST,"{""pressure_class"": 350, ""dimensions"": {""nominal_bore"": ""250NB"", ""bore_diameter_mm"": 350}}"
NMC-MN-RPC-0004,Mining 32NB IS 2266,ROPES_CHAINS,Wire Ropes & Chains,Mining,MTR,1,CIL_MN,"{""standards"": [""IS 2266""], ""dimensions"": {""nominal_bore"": ""32NB"", ""boundary_2d"": ""6x37 mm""}}"
NMC-HE-MOT-0009,Brake Motor 22Kw 4P,MOTORS_DRIVES,Electric Motors & Drives,Heavy Engineering,NOS,1,BHEL_HE,"{""electrical"": {""voltage"": ""415V"", ""power_kw"": 22.0}}"
NMC-OG-PMP-0002,Refinery Carbon Steel ASTM A216 WCB,PUMPS_ROTATING,Pumps & Rotating Machinery,Oil & Gas,NOS,1,CPCL_OG,"{""standards"": [""ASTM A216 WCB""], ""dimensions"": {""boundary_2d"": ""100x80 mm""}, ""material"": ""Carbon Steel""}"
NMC-PW-CBL-0006,Ct 33Kv 200 1A Class 0.2S,CABLES_CONDUCTORS,Cables & Conductors,Power,NOS,1,NTPC_PW,"{""standards"": [""IS 2705""], ""electrical"": {""voltage"": ""33KV"", ""current_rating_a"": 1}}"
NMC-ST-STL-0004,Pinch Roll Assembly 450Nb (450Mm),STRUCTURAL_STEEL,Structural Steel & Billets,Steel,NOS,1,SAIL_ST,"{""dimensions"": {""nominal_bore"": ""450NB""}}"
NMC-MN-DRL-0006,Hydraulic 300NB Class 350,DRILLING_MINING,Drilling & Mining Tools,Mining,NOS,1,CIL_MN,"{""pressure_class"": 350, ""dimensions"": {""nominal_bore"": ""300NB""}}"
NMC-HE-RPC-0005,Precision Linear Guide 35Mm,ROPES_CHAINS,Wire Ropes & Chains,Heavy Engineering,SET,1,BHEL_HE,"{""dimensions"": {""diameter_mm"": 35.0}}"
NMC-OG-VLV-0009,Gas Compressor Valve Plate,VALVES_FLOW,Valves & Flow Control,Oil & Gas,NOS,1,CPCL_OG,{}
NMC-PW-TRF-0004,Numerical Relay Feeder Protection,TRANSFORMERS,Transformers,Power,NOS,1,NTPC_PW,"{""standards"": [""IEC 60255"", ""IEC 61850""], ""electrical"": {""voltage"": ""11KV""}}"
NMC-ST-GSK-0012,Sinter Plant Burner Nozzle,GASKETS_SEALS,Gaskets & Seals,Steel,NOS,1,SAIL_ST,"{""dimensions"": {""nominal_bore"": ""50NB""}}"
NMC-MN-PIP-0003,Dust 25NB Stainless Steel 316,PIPE_FITTINGS,Flanges & Pipe Fittings,Mining,NOS,1,CIL_MN,"{""dimensions"": {""nominal_bore"": ""25NB""}, ""material"": ""Stainless Steel 316""}"
NMC-HE-DRL-0007,Hydraulic Cylinder 160Mm Bore,DRILLING_MINING,Drilling & Mining Tools,Heavy Engineering,NOS,1,BHEL_HE,"{""pressure_class"": 250, ""dimensions"": {""bore_diameter_mm"": 250, ""diameter_mm"": 160.0}}"
NMC-OG-BRG-0009,Refinery Catalyst Beads 3Mm Variant 01,BEARINGS,Bearings & Spares,Oil & Gas,KG,1,CPCL_OG,"{""dimensions"": {""diameter_mm"": 3.0}, ""models"": {""variant"": ""Variant 01""}}"
NMC-PW-TRF-0005,Power Transformer 25Mva 33 11Kv Dyn11 Variant 01,TRANSFORMERS,Transformers,Power,NOS,1,NTPC_PW,"{""standards"": [""IS 2026""], ""electrical"": {""voltage"": ""11KV"", ""power_rating"": ""25 MVA""}, ""models"": {""variant"": ""Variant 01""}}"
NMC-ST-REF-0003,Fireclay 230x114x75 mm IS 8,REFRACTORIES,Refractories & Furnace Linings,Steel,NOS,1,SAIL_ST,"{""standards"": [""IS 8""], ""dimensions"": {""boundary_3d"": ""230x114x75 mm"", ""length_mm"": 230, ""width_mm"": 114, ""thickness_mm"": 75}, ""models"": {""variant"": ""Variant 01""}}"
NMC-MN-DRL-0008,Tricone Rock Drill Bit 8.5In Iadc Code 517 Variant 01,DRILLING_MINING,Drilling & Mining Tools,Mining,NOS,1,CIL_MN,"{""models"": {""variant"": ""Variant 01""}}"
NMC-HE-PIP-0004,Helical Gearbox 22Kw Ratio 20:1 Variant 01,PIPE_FITTINGS,Flanges & Pipe Fittings,Heavy Engineering,NOS,1,BHEL_HE,"{""electrical"": {""power_kw"": 22.0}, ""models"": {""variant"": ""Variant 01""}}"
NMC-OG-DRL-0009,Api Drill Collar 6.5 Inch Variant 02,DRILLING_MINING,Drilling & Mining Tools,Oil & Gas,MTR,1,CPCL_OG,"{""models"": {""variant"": ""Variant 02""}}"
NMC-PW-SWG-0007,Vacuum Circuit Breaker 11Kv 1250A Variant 02,SWITCHGEAR,Insulators & Switchgear,Power,NOS,1,NTPC_PW,"{""standards"": [""IEC 62271-100""], ""electrical"": {""voltage"": ""11KV"", ""current_rating_a"": 1250, ""breaking_capacity_ka"": 25}, ""models"": {""variant"": ""Variant 02""}}"
NMC-ST-STL-0005,Continuous Carbon Steel IS 2830,STRUCTURAL_STEEL,Structural Steel & Billets,Steel,MT,1,SAIL_ST,"{""standards"": [""IS 2830""], ""dimensions"": {""boundary_2d"": ""130x130 mm""}, ""material"": ""Carbon Steel"", ""models"": {""variant"": ""Variant 02""}}"
